,index,country_region_code,country_region,adm1,adm2,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
412,415,NG,Nigeria,Ekiti,Ado-Ekiti,,,,ChIJ_boEEBTlRxARr11V24Orwk4,2022-03-24,,,,,64.0,32.0,"Ado-Ekiti, Ekiti",2022-02-24,36.83087613847525,2022-03-24,0ed3b967-8cea-4b25-ab3c-c86e62047104,2022-02-24,,,,,43.0,20.0,,,,,21.0,12.0,3,0,2022-02-24,34.85047340393071,1.9804027345445405,2022-03-24,2.0,0.10054377379010332,1.0,2,0.5,False,409.33642691415315,0,7,10,8,0,2022-02-24,31.318681318681318,2022-03-24,96.7032967032967
414,417,NG,Nigeria,Ekiti,Ado-Ekiti,,,,ChIJ_boEEBTlRxARr11V24Orwk4,2022-03-25,,,,,70.0,34.0,"Ado-Ekiti, Ekiti",2022-03-04,37.25904570685496,2022-03-25,0ed3b967-8cea-4b25-ab3c-c86e62047104,2022-03-04,,,,,52.0,25.0,,,,,18.0,9.0,4,0,2022-03-04,35.217629008823,2.0414166980319592,2022-03-25,2.0,0.10054377379010332,2.0,3,1.0,False,409.33642691415315,0,7,10,8,0,2022-03-04,82.41758241758241,2022-03-25,80.21978021978022
409,412,NG,Nigeria,Ekiti,Ado-Ekiti,,,,ChIJ_boEEBTlRxARr11V24Orwk4,2022-03-07,,,,,49.0,22.0,"Ado-Ekiti, Ekiti",2022-02-21,36.50334888034401,2022-03-07,531a7dd5-be77-4193-ad70-9a17ac1acf7e,2022-02-21,,,,,38.0,18.0,,,,,11.0,4.0,0,0,2022-02-21,34.7139676411947,1.7893812391493071,2022-03-07,3.0,0.27998912452419794,1.0,2,0.3333333333333333,False,409.33642691415315,0,7,10,8,0,2022-02-21,31.868131868131865,2022-03-07,86.26373626373626
410,413,NG,Nigeria,Ekiti,Ado-Ekiti,,,,ChIJ_boEEBTlRxARr11V24Orwk4,2022-03-08,,,,,49.0,26.0,"Ado-Ekiti, Ekiti",2022-02-22,37.29564189910892,2022-03-08,531a7dd5-be77-4193-ad70-9a17ac1acf7e,2022-02-22,,,,,38.0,18.0,,,,,11.0,8.0,1,0,2022-02-22,34.16724430034976,3.1283975987591646,2022-03-08,3.0,0.27998912452419794,2.0,2,0.6666666666666666,False,409.33642691415315,0,7,10,8,0,2022-02-22,21.428571428571427,2022-03-08,78.57142857142857
411,414,NG,Nigeria,Ekiti,Ado-Ekiti,,,,ChIJ_boEEBTlRxARr11V24Orwk4,2022-03-09,,,,,56.0,28.0,"Ado-Ekiti, Ekiti",2022-02-23,36.76723957061771,2022-03-09,531a7dd5-be77-4193-ad70-9a17ac1acf7e,2022-02-23,,,,,41.0,19.0,,,,,15.0,9.0,2,0,2022-02-23,34.573890897962826,2.193348672654885,2022-03-09,3.0,0.27998912452419794,3.0,2,1.0,False,409.33642691415315,0,7,10,8,0,2022-02-23,41.208791208791204,2022-03-09,62.637362637362635
417,420,NG,Nigeria,Ekiti,Ado-Ekiti,,,,ChIJ_boEEBTlRxARr11V24Orwk4,2022-04-23,,,,,79.0,31.0,"Ado-Ekiti, Ekiti",2022-04-16,36.76766766442197,2022-04-23,f3ce3332-102c-405b-8e9b-b5bd34ac8fa4,2022-04-16,,,,,76.0,29.0,,,,,3.0,2.0,5,1,2022-04-16,34.46222146352136,2.3054462009006116,2022-04-23,2.0,0.10054377379010332,2.0,4,1.0,False,409.33642691415315,0,7,10,8,0,2022-04-16,84.06593406593407,2022-04-23,86.81318681318682
857,862,NG,Nigeria,Lagos,Agege,,,,ChIJOxKzmBSROxARW1FCIkKG21c,2022-03-15,,,-76.0,121.0,3.0,21.0,"Agege, Lagos",2022-02-22,38.94826995001904,2022-03-15,e5f2fbeb-ef86-4363-a747-470742604993,2022-02-22,,,-83.0,115.0,2.0,16.0,,,7.0,6.0,1.0,5.0,1,0,2022-02-22,36.41989390055342,2.5283760494656207,2022-03-15,5.0,0.5128874388254486,1.0,2,0.2,True,40.0,0,10,10,1,0,2022-02-22,28.021978021978022,2022-03-15,60.43956043956044
858,863,NG,Nigeria,Lagos,Agege,,,,ChIJOxKzmBSROxARW1FCIkKG21c,2022-03-16,,,-78.0,129.0,5.0,21.0,"Agege, Lagos",2022-03-02,39.03507338629831,2022-03-16,e5f2fbeb-ef86-4363-a747-470742604993,2022-03-02,,,-84.0,130.0,3.0,17.0,,,6.0,-1.0,2.0,4.0,2,0,2022-03-02,38.00809012518991,1.0269832611083984,2022-03-16,5.0,0.5128874388254486,2.0,3,0.4,True,40.0,0,10,10,1,0,2022-03-02,41.208791208791204,2022-03-16,71.42857142857143
859,864,NG,Nigeria,Lagos,Agege,,,,ChIJOxKzmBSROxARW1FCIkKG21c,2022-03-17,,,-77.0,146.0,6.0,21.0,"Agege, Lagos",2022-02-24,39.80682902865944,2022-03-17,e5f2fbeb-ef86-4363-a747-470742604993,2022-02-24,,,-83.0,129.0,6.0,18.0,,,6.0,17.0,0.0,3.0,3,0,2022-02-24,37.43510564168298,2.3717233869764627,2022-03-17,5.0,0.5128874388254486,3.0,2,0.6,True,40.0,0,10,10,1,0,2022-02-24,48.35164835164835,2022-03-17,65.38461538461539
860,865,NG,Nigeria,Lagos,Agege,,,,ChIJOxKzmBSROxARW1FCIkKG21c,2022-03-18,37.0,,-71.0,130.0,4.0,22.0,"Agege, Lagos",2022-03-11,39.44863743252228,2022-03-18,e5f2fbeb-ef86-4363-a747-470742604993,2022-03-11,,,-61.0,133.0,3.0,22.0,,,-10.0,-3.0,1.0,0.0,4,0,2022-03-11,37.51623577541778,1.9324016571044993,2022-03-18,5.0,0.5128874388254486,4.0,3,0.8,True,40.0,0,10,10,1,0,2022-03-11,85.71428571428571,2022-03-18,68.68131868131869
861,866,NG,Nigeria,Lagos,Agege,,,,ChIJOxKzmBSROxARW1FCIkKG21c,2022-03-19,29.0,,-77.0,123.0,2.0,19.0,"Agege, Lagos",2022-03-12,39.41526095072432,2022-03-19,e5f2fbeb-ef86-4363-a747-470742604993,2022-03-12,41.0,,-66.0,118.0,3.0,21.0,-12.0,,-11.0,5.0,-1.0,-2.0,5,1,2022-03-12,37.305693096584776,2.1095678541395415,2022-03-19,5.0,0.5128874388254486,5.0,3,1.0,True,40.0,0,10,10,1,0,2022-03-12,52.74725274725275,2022-03-19,57.692307692307686
63,64,NG,Nigeria,Anambra,Aguata,,,,ChIJPdVcaX-gQxARmyutjqtV-70,2022-03-02,,,35.0,,,,"Aguata, Anambra",2022-02-23,39.49179702334938,2022-03-02,4b893f45-2730-4574-b79f-0e558d186bb7,2022-02-23,,,36.0,,,,,,-1.0,,,,2,0,2022-02-23,37.02741781870528,2.4643792046440964,2022-03-02,2.0,0.10054377379010332,1.0,2,0.5,False,252.6138613861386,0,10,10,9,0,2022-02-23,47.8021978021978,2022-03-02,81.86813186813187
64,65,NG,Nigeria,Anambra,Aguata,,,,ChIJPdVcaX-gQxARmyutjqtV-70,2022-03-03,,,36.0,,50.0,,"Aguata, Anambra",2022-02-24,39.859962993198,2022-03-03,4b893f45-2730-4574-b79f-0e558d186bb7,2022-02-24,,,54.0,,55.0,,,,-18.0,,-5.0,,3,0,2022-02-24,37.118900087144674,2.7410629060533296,2022-03-03,2.0,0.10054377379010332,2.0,2,1.0,False,252.6138613861386,0,10,10,9,0,2022-02-24,30.21978021978022,2022-03-03,91.20879120879121
65,66,NG,Nigeria,Anambra,Aguata,,,,ChIJPdVcaX-gQxARmyutjqtV-70,2022-03-22,,,58.0,,,,"Aguata, Anambra",2022-02-22,40.34315321180559,2022-03-22,78645232-2015-429c-8820-9380caa7f176,2022-02-22,,,44.0,,46.0,,,,14.0,,,,1,0,2022-02-22,36.29827976226811,4.044873449537484,2022-03-22,2.0,0.10054377379010332,1.0,2,0.5,False,252.6138613861386,0,10,10,9,0,2022-02-22,15.934065934065933,2022-03-22,73.07692307692307
66,67,NG,Nigeria,Anambra,Aguata,,,,ChIJPdVcaX-gQxARmyutjqtV-70,2022-03-23,,,45.0,,,,"Aguata, Anambra",2022-03-16,39.10356521606449,2022-03-23,78645232-2015-429c-8820-9380caa7f176,2022-03-16,,,32.0,,,,,,13.0,,,,2,0,2022-03-16,35.688641336229146,3.4149238798353423,2022-03-23,2.0,0.10054377379010332,2.0,3,1.0,False,252.6138613861386,0,10,10,9,0,2022-03-16,54.94505494505495,2022-03-23,79.12087912087912
67,68,NG,Nigeria,Anambra,Aguata,,,,ChIJPdVcaX-gQxARmyutjqtV-70,2022-04-07,,,37.0,,,,"Aguata, Anambra",2022-03-17,39.143939548068616,2022-04-07,c38da0fe-7989-4942-85ae-f82f4fedcd6d,2022-03-17,,,19.0,,,,,,18.0,,,,3,0,2022-03-17,37.68495718638106,1.4589823616875535,2022-04-07,2.0,0.10054377379010332,1.0,3,0.5,False,252.6138613861386,0,10,10,9,0,2022-03-17,44.505494505494504,2022-04-07,76.92307692307693
68,69,NG,Nigeria,Anambra,Aguata,,,,ChIJPdVcaX-gQxARmyutjqtV-70,2022-04-08,,,-78.0,,-5.0,,"Aguata, Anambra",2022-03-18,39.110342131720685,2022-04-08,c38da0fe-7989-4942-85ae-f82f4fedcd6d,2022-03-18,,,22.0,,,,,,-100.0,,,,4,0,2022-03-18,37.43240303463409,1.6779390970865933,2022-04-08,2.0,0.10054377379010332,2.0,3,1.0,False,252.6138613861386,0,10,10,9,0,2022-03-18,56.043956043956044,2022-04-08,96.7032967032967
1091,1098,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-07,,,109.0,,,,"Aiyedade, Osun",2022-02-28,38.73365416350192,2022-03-07,2b1d9cd0-4e28-4338-999a-5ad2a22485fc,2022-02-28,,,56.0,,,,,,53.0,,,,0,0,2022-02-28,37.48226307056572,1.2513910929361955,2022-03-07,2.0,0.10054377379010332,1.0,2,0.5,False,199.12597547380156,0,7,5,9,0,2022-02-28,41.75824175824176,2022-03-07,62.08791208791209
1093,1100,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-08,,,110.0,,,,"Aiyedade, Osun",2022-03-01,38.84020713523587,2022-03-08,2b1d9cd0-4e28-4338-999a-5ad2a22485fc,2022-03-01,,,46.0,,,,,,64.0,,,,1,0,2022-03-01,37.384945057056605,1.455262078179267,2022-03-08,2.0,0.10054377379010332,2.0,3,1.0,False,199.12597547380156,0,7,5,9,0,2022-03-01,54.94505494505495,2022-03-08,59.89010989010989
1092,1099,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-21,,,153.0,,,,"Aiyedade, Osun",2022-02-28,39.64561801486549,2022-03-21,332a0c46-d7ee-4c11-9411-66824ad1c72e,2022-02-28,,,56.0,,,,,,97.0,,,,0,0,2022-02-28,37.48226307056572,2.163354944299769,2022-03-21,2.0,0.10054377379010332,1.0,2,0.5,False,199.12597547380156,0,7,5,9,0,2022-02-28,41.75824175824176,2022-03-21,67.58241758241759
1094,1101,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-22,,,145.0,,,,"Aiyedade, Osun",2022-03-01,39.12152212637446,2022-03-22,332a0c46-d7ee-4c11-9411-66824ad1c72e,2022-03-01,,,46.0,,,,,,99.0,,,,1,0,2022-03-01,37.384945057056605,1.7365770693178533,2022-03-22,2.0,0.10054377379010332,2.0,3,1.0,False,199.12597547380156,0,7,5,9,0,2022-03-01,54.94505494505495,2022-03-22,81.31868131868131
1086,1092,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-02,,,54.0,,,,"Aiyedade, Osun",2022-02-23,38.55009997332542,2022-03-02,98e1d1ad-1f07-478b-a895-dfb92f2dbfd0,2022-02-23,,,44.0,,,,,,10.0,,,,2,0,2022-02-23,35.47402332447198,3.0760766488534443,2022-03-02,3.0,0.27998912452419794,1.0,2,0.3333333333333333,False,199.12597547380156,0,7,5,9,0,2022-02-23,47.25274725274725,2022-03-02,73.62637362637363
1087,1094,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-03,,,82.0,,,,"Aiyedade, Osun",2022-02-24,39.22330955222805,2022-03-03,98e1d1ad-1f07-478b-a895-dfb92f2dbfd0,2022-02-24,,,54.0,,,,,,28.0,,,,3,0,2022-02-24,36.205568666811374,3.0177408854166785,2022-03-03,3.0,0.27998912452419794,2.0,2,0.6666666666666666,False,199.12597547380156,0,7,5,9,0,2022-02-24,31.318681318681318,2022-03-03,91.75824175824175
1089,1096,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-04,,,90.0,,,,"Aiyedade, Osun",2022-02-25,38.65294929786969,2022-03-04,98e1d1ad-1f07-478b-a895-dfb92f2dbfd0,2022-02-25,,,55.0,,,,,,35.0,,,,4,0,2022-02-25,36.86367091426147,1.7892783836082202,2022-03-04,3.0,0.27998912452419794,3.0,2,1.0,False,199.12597547380156,0,7,5,9,0,2022-02-25,44.505494505494504,2022-03-04,92.3076923076923
1088,1095,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-17,,,157.0,,,,"Aiyedade, Osun",2022-02-24,39.125118679470525,2022-03-17,a89dd0f3-bb99-417c-92a1-2ff89ba92739,2022-02-24,,,54.0,,,,,,103.0,,,,3,0,2022-02-24,36.205568666811374,2.919550012659151,2022-03-17,4.0,0.41158238172920064,2.0,2,0.5,True,199.12597547380156,0,7,5,9,0,2022-02-24,31.318681318681318,2022-03-17,82.41758241758241
1090,1097,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-18,,,152.0,,,,"Aiyedade, Osun",2022-02-25,39.186922426577,2022-03-18,a89dd0f3-bb99-417c-92a1-2ff89ba92739,2022-02-25,,,55.0,,,,,,97.0,,,,4,0,2022-02-25,36.86367091426147,2.3232515123155295,2022-03-18,4.0,0.41158238172920064,3.0,2,0.75,True,199.12597547380156,0,7,5,9,0,2022-02-25,44.505494505494504,2022-03-18,63.18681318681318
1095,1102,NG,Nigeria,Osun,Aiyedade,,,,ChIJT3nCprm2ORARMhlPxdE4f7E,2022-03-19,,,132.0,,,,"Aiyedade, Osun",2022-03-12,39.19245204219116,2022-03-19,a89dd0f3-bb99-417c-92a1-2ff89ba92739,2022-03-12,,,133.0,,,,,,-1.0,,,,5,1,2022-03-12,36.95466048629199,2.2377915558991646,2022-03-19,4.0,0.41158238172920064,4.0,3,1.0,True,199.12597547380156,0,7,5,9,0,2022-03-12,76.92307692307693,2022-03-19,84.06593406593407
862,867,NG,Nigeria,Lagos,Ajeromi-Ifelodun,,,,ChIJmQ7i1WOJOxAR6620n7reQNQ,2022-03-08,,,,86.0,12.0,18.0,"Ajeromi-Ifelodun, Lagos",2022-02-22,38.05176628960507,2022-03-08,4f125dc0-7a88-4c5a-8387-5f00494fb56d,2022-02-22,,,,61.0,10.0,15.0,,,,25.0,2.0,3.0,1,0,2022-02-22,36.28197564019101,1.7697906494140625,2022-03-08,3.0,0.27998912452419794,1.0,2,0.3333333333333333,False,4.5,0,10,10,1,0,2022-02-22,27.472527472527474,2022-03-08,41.208791208791204
863,868,NG,Nigeria,Lagos,Ajeromi-Ifelodun,,,,ChIJmQ7i1WOJOxAR6620n7reQNQ,2022-03-09,,,,93.0,13.0,19.0,"Ajeromi-Ifelodun, Lagos",2022-03-02,38.12279171413852,2022-03-09,4f125dc0-7a88-4c5a-8387-5f00494fb56d,2022-03-02,,,,78.0,8.0,15.0,,,,15.0,5.0,4.0,2,0,2022-03-02,37.16561211480038,0.95717959933814,2022-03-09,3.0,0.27998912452419794,2.0,3,0.6666666666666666,False,4.5,0,10,10,1,0,2022-03-02,50.54945054945055,2022-03-09,52.74725274725275
864,869,NG,Nigeria,Lagos,Ajeromi-Ifelodun,,,,ChIJmQ7i1WOJOxAR6620n7reQNQ,2022-03-10,,,,91.0,13.0,20.0,"Ajeromi-Ifelodun, Lagos",2022-02-24,38.89541837904193,2022-03-10,4f125dc0-7a88-4c5a-8387-5f00494fb56d,2022-02-24,,,,60.0,9.0,18.0,,,,31.0,4.0,2.0,3,0,2022-02-24,37.07673390706384,1.818684471978088,2022-03-10,3.0,0.27998912452419794,3.0,2,1.0,False,4.5,0,10,10,1,0,2022-02-24,42.30769230769231,2022-03-10,63.73626373626373
865,870,NG,Nigeria,Lagos,Ajeromi-Ifelodun,,,,ChIJmQ7i1WOJOxAR6620n7reQNQ,2022-03-17,,,,87.0,13.0,19.0,"Ajeromi-Ifelodun, Lagos",2022-02-24,38.5791079203288,2022-03-17,c8c264f5-bbd3-48b3-b0b5-14185095ebc7,2022-02-24,,,,60.0,9.0,18.0,,,,27.0,4.0,1.0,3,0,2022-02-24,37.07673390706384,1.5023740132649621,2022-03-17,3.0,0.27998912452419794,1.0,2,0.3333333333333333,False,4.5,0,10,10,1,0,2022-02-24,42.30769230769231,2022-03-17,55.494505494505496
866,871,NG,Nigeria,Lagos,Ajeromi-Ifelodun,,,,ChIJmQ7i1WOJOxAR6620n7reQNQ,2022-03-18,,,,97.0,17.0,18.0,"Ajeromi-Ifelodun, Lagos",2022-03-11,38.34015104505755,2022-03-18,c8c264f5-bbd3-48b3-b0b5-14185095ebc7,2022-03-11,,,,103.0,21.0,19.0,,,,-6.0,-4.0,-1.0,4,0,2022-03-11,37.234304216173,1.1058468288845518,2022-03-18,3.0,0.27998912452419794,2.0,3,0.6666666666666666,False,4.5,0,10,10,1,0,2022-03-11,80.76923076923077,2022-03-18,67.58241758241759
867,872,NG,Nigeria,Lagos,Ajeromi-Ifelodun,,,,ChIJmQ7i1WOJOxAR6620n7reQNQ,2022-03-19,,,,74.0,13.0,19.0,"Ajeromi-Ifelodun, Lagos",2022-03-12,38.18340937296554,2022-03-19,c8c264f5-bbd3-48b3-b0b5-14185095ebc7,2022-03-12,,,,84.0,14.0,19.0,,,,-10.0,-1.0,0.0,5,1,2022-03-12,36.36538187662765,1.8180274963378906,2022-03-19,3.0,0.27998912452419794,3.0,3,1.0,False,4.5,0,10,10,1,0,2022-03-12,62.637362637362635,2022-03-19,66.48351648351648
218,221,NG,Nigeria,Cross River,Akamkpa,,,,ChIJh1xqAOagXRARDNHJ03SIr0k,2022-03-01,,,-33.0,,,,"Akamkpa, Cross River",2022-02-22,37.60517851146248,2022-03-01,817cca48-69cf-4d16-96fa-586e08f2b408,2022-02-22,,,-60.0,,,,,,27.0,,,,1,0,2022-02-22,35.5250256271655,2.080152884296986,2022-03-01,2.0,0.10054377379010332,1.0,2,0.5,False,189.467558868372,0,7,1,7,0,2022-02-22,13.186813186813188,2022-03-01,46.15384615384615
219,222,NG,Nigeria,Cross River,Akamkpa,,,,ChIJh1xqAOagXRARDNHJ03SIr0k,2022-03-02,,,-24.0,,,,"Akamkpa, Cross River",2022-02-23,37.76891408752211,2022-03-02,817cca48-69cf-4d16-96fa-586e08f2b408,2022-02-23,,,-42.0,,,,,,18.0,,,,2,0,2022-02-23,35.60577144111257,2.16314264640954,2022-03-02,2.0,0.10054377379010332,2.0,2,1.0,False,189.467558868372,0,7,1,7,0,2022-02-23,37.362637362637365,2022-03-02,78.02197802197803
220,223,NG,Nigeria,Cross River,Akamkpa,,,,ChIJh1xqAOagXRARDNHJ03SIr0k,2022-03-07,,,6.0,,,,"Akamkpa, Cross River",2022-02-14,37.92530790599373,2022-03-07,be12fa6f-a338-4fa7-b940-651267f3a62a,2022-02-14,,,-77.0,,,,,,83.0,,,,0,0,2022-02-14,35.8937087369605,2.0315991690332353,2022-03-07,2.0,0.10054377379010332,1.0,2,0.5,False,189.467558868372,0,7,1,7,0,2022-02-14,31.868131868131865,2022-03-07,56.043956043956044
1161,1169,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-03-03,88.0,15.0,52.0,44.0,27.0,24.0,"Akinyele, Oyo",2022-02-24,38.99390835232208,2022-03-03,1684ff56-d6c5-42b8-a1b1-235a1af59fa7,2022-02-24,83.0,17.0,46.0,29.0,14.0,27.0,5.0,-2.0,6.0,15.0,13.0,-3.0,3,0,2022-02-24,36.01726235283749,2.976645999484589,2022-03-03,2.0,0.10054377379010332,1.0,2,0.5,False,255.35378031383738,0,8,9,8,0,2022-02-24,32.967032967032964,2022-03-03,93.95604395604396
1163,1171,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-03-04,87.0,6.0,53.0,46.0,23.0,29.0,"Akinyele, Oyo",2022-02-25,38.51519181993276,2022-03-04,1684ff56-d6c5-42b8-a1b1-235a1af59fa7,2022-02-25,76.0,8.0,47.0,19.0,9.0,28.0,11.0,-2.0,6.0,27.0,14.0,1.0,4,0,2022-02-25,36.363739437527165,2.151452382405594,2022-03-04,2.0,0.10054377379010332,2.0,2,1.0,False,255.35378031383738,0,8,9,8,0,2022-02-25,36.81318681318682,2022-03-04,98.35164835164835
1166,1174,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-03-21,88.0,30.0,99.0,40.0,30.0,32.0,"Akinyele, Oyo",2022-03-14,39.0821079678006,2022-03-21,64060119-44ab-49be-89b3-9a111a244540,2022-03-14,102.0,23.0,80.0,50.0,33.0,33.0,-14.0,7.0,19.0,-10.0,-3.0,-1.0,0,0,2022-03-14,37.34475708007817,1.7373508877224353,2022-03-21,3.0,0.27998912452419794,1.0,3,0.3333333333333333,False,255.35378031383738,0,8,9,8,0,2022-03-14,48.35164835164835,2022-03-21,62.637362637362635
1167,1175,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-03-22,96.0,30.0,87.0,67.0,32.0,31.0,"Akinyele, Oyo",2022-03-15,39.841603173149984,2022-03-22,64060119-44ab-49be-89b3-9a111a244540,2022-03-15,101.0,19.0,76.0,64.0,34.0,33.0,-5.0,11.0,11.0,3.0,-2.0,-2.0,1,0,2022-03-15,36.88270314534509,2.9589000278048943,2022-03-22,3.0,0.27998912452419794,2.0,3,0.6666666666666666,False,255.35378031383738,0,8,9,8,0,2022-03-15,50.54945054945055,2022-03-22,94.5054945054945
1169,1177,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-03-23,101.0,26.0,76.0,63.0,31.0,32.0,"Akinyele, Oyo",2022-03-02,38.2933124966092,2022-03-23,64060119-44ab-49be-89b3-9a111a244540,2022-03-02,70.0,8.0,36.0,19.0,20.0,23.0,31.0,18.0,40.0,44.0,11.0,9.0,2,0,2022-03-02,37.4152475992839,0.8780648973252951,2022-03-23,3.0,0.27998912452419794,3.0,3,1.0,False,255.35378031383738,0,8,9,8,0,2022-03-02,63.73626373626373,2022-03-23,80.21978021978022
1168,1176,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-04-05,93.0,27.0,70.0,49.0,29.0,36.0,"Akinyele, Oyo",2022-03-15,38.27580218844948,2022-04-05,d945b5d7-b0be-4835-9315-4e2e45bb1198,2022-03-15,101.0,19.0,76.0,64.0,34.0,33.0,-8.0,8.0,-6.0,-15.0,-5.0,3.0,1,0,2022-03-15,36.88270314534509,1.3930990431043924,2022-04-05,3.0,0.27998912452419794,2.0,3,0.6666666666666666,False,255.35378031383738,0,8,9,8,0,2022-03-15,50.54945054945055,2022-04-05,80.76923076923077
1170,1178,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-04-06,96.0,26.0,81.0,56.0,28.0,37.0,"Akinyele, Oyo",2022-03-02,39.23352601793081,2022-04-06,d945b5d7-b0be-4835-9315-4e2e45bb1198,2022-03-02,70.0,8.0,36.0,19.0,20.0,23.0,26.0,18.0,45.0,37.0,8.0,14.0,2,0,2022-03-02,37.4152475992839,1.818278418646905,2022-04-06,3.0,0.27998912452419794,3.0,3,1.0,False,255.35378031383738,0,8,9,8,0,2022-03-02,63.73626373626373,2022-04-06,61.53846153846154
1171,1179,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-04-04,91.0,34.0,67.0,43.0,29.0,35.0,"Akinyele, Oyo",2022-03-28,38.88881937662765,2022-04-04,d945b5d7-b0be-4835-9315-4e2e45bb1198,2022-03-28,91.0,29.0,85.0,38.0,32.0,34.0,0.0,5.0,-18.0,5.0,-3.0,1.0,0,0,2022-03-28,37.37372377183706,1.515095604790595,2022-04-04,3.0,0.27998912452419794,1.0,3,0.3333333333333333,False,255.35378031383738,0,8,9,8,0,2022-03-28,49.45054945054945,2022-04-04,83.51648351648352
1162,1170,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-03-17,104.0,29.0,95.0,71.0,36.0,32.0,"Akinyele, Oyo",2022-02-24,39.20394685533315,2022-03-17,ed410157-2601-4295-84bb-f88b8ac69849,2022-02-24,83.0,17.0,46.0,29.0,14.0,27.0,21.0,12.0,49.0,42.0,22.0,5.0,3,0,2022-02-24,36.01726235283749,3.186684502495659,2022-03-17,3.0,0.27998912452419794,1.0,2,0.3333333333333333,False,255.35378031383738,0,8,9,8,0,2022-02-24,32.967032967032964,2022-03-17,86.26373626373626
1164,1172,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-03-18,99.0,24.0,99.0,65.0,30.0,34.0,"Akinyele, Oyo",2022-02-25,38.43587832980689,2022-03-18,ed410157-2601-4295-84bb-f88b8ac69849,2022-02-25,76.0,8.0,47.0,19.0,9.0,28.0,23.0,16.0,52.0,46.0,21.0,6.0,4,0,2022-02-25,36.363739437527165,2.0721388922797246,2022-03-18,3.0,0.27998912452419794,2.0,2,0.6666666666666666,False,255.35378031383738,0,8,9,8,0,2022-02-25,36.81318681318682,2022-03-18,60.43956043956044
1165,1173,NG,Nigeria,Oyo,Akinyele,,,,ChIJ-9jlYlTuORAR-zMuFiKYHyI,2022-03-19,96.0,22.0,82.0,53.0,41.0,31.0,"Akinyele, Oyo",2022-03-12,39.204386817084455,2022-03-19,ed410157-2601-4295-84bb-f88b8ac69849,2022-03-12,106.0,19.0,67.0,53.0,41.0,28.0,-10.0,3.0,15.0,0.0,0.0,3.0,5,1,2022-03-12,37.36443456014002,1.8399522569444358,2022-03-19,3.0,0.27998912452419794,3.0,3,1.0,False,255.35378031383738,0,8,9,8,0,2022-03-12,84.61538461538461,2022-03-19,97.25274725274726
517,521,NG,Nigeria,Gombe,Akko,,,,ChIJb10p0QjH_xARymbcFMMBbWE,2022-04-05,,,,,67.0,,"Akko, Gombe",2022-03-29,38.00645145369169,2022-04-05,17106d64-0823-4d8e-9edf-7c724d4a2d5b,2022-03-29,,,,,74.0,,,,,,-7.0,,1,0,2022-03-29,32.51616206985936,5.490289383832327,2022-04-05,5.0,0.5128874388254486,1.0,3,0.2,True,466.54616963064296,0,1,5,1,0,2022-03-29,45.879120879120876,2022-04-05,73.62637362637363
