,index,country_region_code,country_region,adm1,adm2,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
916,922,NG,Nigeria,Lagos,Ikorodu,,,,ChIJeRcb9JzvOxAR8YF7p798ucA,2022-03-20,75.0,167.0,,130.0,65.0,27.0,"Ikorodu, Lagos",2022-03-13,38.686716291639584,2022-03-20,2891bc9b-7ff0-405e-9b9f-c5d6bed5f58d,2022-03-13,72.0,173.0,,121.0,69.0,29.0,3.0,-6.0,,9.0,-4.0,-2.0,6,1,2022-03-13,37.560743402551765,1.1259728890878193,2022-03-20,6.0,0.5925502990755845,6.0,3,1.0,True,19.302966101694917,0,10,10,3,0,2022-03-13,93.4065934065934,2022-03-20,69.78021978021978
917,923,NG,Nigeria,Lagos,Ikorodu,,,,ChIJeRcb9JzvOxAR8YF7p798ucA,2022-03-27,84.0,198.0,,114.0,66.0,26.0,"Ikorodu, Lagos",2022-03-13,38.700671725803,2022-03-27,d117baa9-cbda-406d-8c40-3930e22b39c4,2022-03-13,72.0,173.0,,121.0,69.0,29.0,12.0,25.0,,-7.0,-3.0,-3.0,6,1,2022-03-13,37.560743402551765,1.1399283232512332,2022-03-27,2.0,0.10054377379010332,1.0,3,0.5,False,19.302966101694917,0,10,10,3,0,2022-03-13,93.4065934065934,2022-03-27,70.32967032967034
918,924,NG,Nigeria,Lagos,Ikorodu,,,,ChIJeRcb9JzvOxAR8YF7p798ucA,2022-03-28,57.0,183.0,,141.0,36.0,27.0,"Ikorodu, Lagos",2022-03-14,38.87299855550135,2022-03-28,d117baa9-cbda-406d-8c40-3930e22b39c4,2022-03-14,56.0,171.0,,154.0,38.0,26.0,1.0,12.0,,-13.0,-2.0,1.0,0,0,2022-03-14,36.716974752920684,2.1560238025806626,2022-03-28,2.0,0.10054377379010332,2.0,3,1.0,False,19.302966101694917,0,10,10,3,0,2022-03-14,49.45054945054945,2022-03-28,74.72527472527473
59,60,NG,Nigeria,Akwa Ibom,Ikot Ekpene,,,,ChIJSZ85jCKyQhARsUf3x_OMMNw,2022-03-07,,,,,55.0,,"Ikot Ekpene, Akwa Ibom",2022-02-28,39.432310528225415,2022-03-07,5613b991-a486-426c-ac9c-dde140d815d5,2022-02-28,,,,,33.0,,,,,,22.0,,0,0,2022-02-28,37.415058347914,2.0172521803114165,2022-03-07,2.0,0.10054377379010332,1.0,2,0.5,False,89.49264705882354,0,6,10,7,0,2022-02-28,38.46153846153847,2022-03-07,81.31868131868131
60,61,NG,Nigeria,Akwa Ibom,Ikot Ekpene,,,,ChIJSZ85jCKyQhARsUf3x_OMMNw,2022-03-08,,,,,50.0,,"Ikot Ekpene, Akwa Ibom",2022-02-22,40.22925906711159,2022-03-08,5613b991-a486-426c-ac9c-dde140d815d5,2022-02-22,,,,,33.0,,,,,,17.0,,1,0,2022-02-22,36.45631790161137,3.772941165500221,2022-03-08,2.0,0.10054377379010332,2.0,2,1.0,False,89.49264705882354,0,6,10,7,0,2022-02-22,11.538461538461538,2022-03-08,73.07692307692307
379,382,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-03-30,,116.0,,,30.0,30.0,"Ikpoba-Okha, Edo",2022-02-09,39.64777603648071,2022-03-30,a70feedc-a508-4abe-b939-99342e3f2834,2022-02-09,,86.0,,,17.0,12.0,,30.0,,,13.0,18.0,2,0,2022-02-09,36.41636443293955,3.2314116035411544,2022-03-30,2.0,0.10054377379010332,1.0,2,0.5,False,41.29162561576355,0,8,8,7,0,2022-02-09,28.57142857142857,2022-03-30,65.38461538461539
380,383,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-03-31,,131.0,,,32.0,26.0,"Ikpoba-Okha, Edo",2022-03-24,40.25404711953959,2022-03-31,a70feedc-a508-4abe-b939-99342e3f2834,2022-03-24,,118.0,,,40.0,27.0,,13.0,,,-8.0,-1.0,3,0,2022-03-24,38.05012696708733,2.2039201524522625,2022-03-31,2.0,0.10054377379010332,2.0,3,1.0,False,41.29162561576355,0,8,8,7,0,2022-03-24,93.4065934065934,2022-03-31,67.58241758241759
370,373,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-02-18,,89.0,,,17.0,12.0,"Ikpoba-Okha, Edo",2022-02-11,39.492606618046025,2022-02-18,b6f04878-cbb9-4838-a577-e2ad14e20220,2022-02-11,,93.0,,,24.0,10.0,,-4.0,,,-7.0,2.0,4,0,2022-02-11,36.07110166861345,3.421504949432574,2022-02-18,2.0,0.10054377379010332,1.0,2,0.5,False,41.29162561576355,0,8,8,7,0,2022-02-11,32.967032967032964,2022-02-18,53.84615384615385
371,374,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-02-19,,92.0,,,18.0,12.0,"Ikpoba-Okha, Edo",2022-02-12,39.71061158024412,2022-02-19,b6f04878-cbb9-4838-a577-e2ad14e20220,2022-02-12,,92.0,,,17.0,12.0,,0.0,,,1.0,0.0,5,1,2022-02-12,36.16467344994643,3.5459381302976922,2022-02-19,2.0,0.10054377379010332,2.0,2,1.0,False,41.29162561576355,0,8,8,7,0,2022-02-12,39.56043956043956,2022-02-19,78.02197802197803
372,375,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-03-19,,134.0,,,42.0,29.0,"Ikpoba-Okha, Edo",2022-03-12,39.52892228668816,2022-03-19,c1e7620b-1e41-4232-84e8-244416b0cddb,2022-03-12,,135.0,,,43.0,27.0,,-1.0,,,-1.0,2.0,5,1,2022-03-12,35.318608003504174,4.210314283183983,2022-03-19,5.0,0.5128874388254486,1.0,3,0.2,True,41.29162561576355,0,8,8,7,0,2022-03-12,68.68131868131869,2022-03-19,76.37362637362637
373,376,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-03-20,,134.0,,,43.0,33.0,"Ikpoba-Okha, Edo",2022-03-06,40.25441362966903,2022-03-20,c1e7620b-1e41-4232-84e8-244416b0cddb,2022-03-06,,118.0,,,24.0,24.0,,16.0,,,19.0,9.0,6,1,2022-03-06,38.10256633883211,2.151847290836919,2022-03-20,5.0,0.5128874388254486,2.0,3,0.4,True,41.29162561576355,0,8,8,7,0,2022-03-06,96.7032967032967,2022-03-20,82.41758241758241
375,378,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-03-21,,141.0,,,41.0,25.0,"Ikpoba-Okha, Edo",2022-03-07,39.77129044875603,2022-03-21,c1e7620b-1e41-4232-84e8-244416b0cddb,2022-03-07,,116.0,,,32.0,17.0,,25.0,,,9.0,8.0,0,0,2022-03-07,38.41357212440644,1.3577183243495838,2022-03-21,5.0,0.5128874388254486,3.0,3,0.6,True,41.29162561576355,0,8,8,7,0,2022-03-07,86.26373626373626,2022-03-21,70.32967032967034
377,380,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-03-22,,133.0,,,35.0,27.0,"Ikpoba-Okha, Edo",2022-03-15,39.89749459659356,2022-03-22,c1e7620b-1e41-4232-84e8-244416b0cddb,2022-03-15,,139.0,,,34.0,28.0,,-6.0,,,1.0,-1.0,1,0,2022-03-15,38.28010334688078,1.6173912497127816,2022-03-22,5.0,0.5128874388254486,4.0,3,0.8,True,41.29162561576355,0,8,8,7,0,2022-03-15,85.71428571428571,2022-03-22,54.395604395604394
378,381,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-03-23,,120.0,,,36.0,28.0,"Ikpoba-Okha, Edo",2022-02-09,39.24202613581243,2022-03-23,c1e7620b-1e41-4232-84e8-244416b0cddb,2022-02-09,,86.0,,,17.0,12.0,,34.0,,,19.0,16.0,2,0,2022-02-09,36.41636443293955,2.8256617028728783,2022-03-23,5.0,0.5128874388254486,5.0,2,1.0,True,41.29162561576355,0,8,8,7,0,2022-02-09,28.57142857142857,2022-03-23,79.12087912087912
374,377,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-03-27,,157.0,,,38.0,30.0,"Ikpoba-Okha, Edo",2022-03-06,39.22953337625745,2022-03-27,ef21324f-139e-4942-9e49-29445b0bfeb7,2022-03-06,,118.0,,,24.0,24.0,,39.0,,,14.0,6.0,6,1,2022-03-06,38.10256633883211,1.126967037425338,2022-03-27,2.0,0.10054377379010332,1.0,3,0.5,False,41.29162561576355,0,8,8,7,0,2022-03-06,96.7032967032967,2022-03-27,72.52747252747253
376,379,NG,Nigeria,Edo,Ikpoba-Okha,,,,ChIJWZyktAjaQBARaQXHcVoYLf0,2022-03-28,,130.0,,,41.0,27.0,"Ikpoba-Okha, Edo",2022-03-07,39.326529160044586,2022-03-28,ef21324f-139e-4942-9e49-29445b0bfeb7,2022-03-07,,116.0,,,32.0,17.0,,14.0,,,9.0,10.0,0,0,2022-03-07,38.41357212440644,0.9129570356381436,2022-03-28,2.0,0.10054377379010332,2.0,3,1.0,False,41.29162561576355,0,8,8,7,0,2022-03-07,86.26373626373626,2022-03-28,69.78021978021978
1336,1344,NG,Nigeria,Rivers,Ikwerre,,,,ChIJFSolJXF3QhAR8SEXt0SjDhM,2022-03-29,,,,70.0,68.0,,"Ikwerre, Rivers",2022-03-15,39.9693239652194,2022-03-29,a556efcb-43db-4152-bcaf-0daaf113de77,2022-03-15,,,,49.0,75.0,,,,,21.0,-7.0,,1,0,2022-03-15,37.66692984817379,2.3023941170456155,2022-03-29,3.0,0.27998912452419794,1.0,3,0.3333333333333333,False,34.055844155844156,0,9,8,6,0,2022-03-15,63.18681318681318,2022-03-29,77.47252747252747
1337,1345,NG,Nigeria,Rivers,Ikwerre,,,,ChIJFSolJXF3QhAR8SEXt0SjDhM,2022-03-30,,,,29.0,69.0,,"Ikwerre, Rivers",2022-03-23,39.32672190869979,2022-03-30,a556efcb-43db-4152-bcaf-0daaf113de77,2022-03-23,,,,40.0,70.0,,,,,-11.0,-1.0,,2,0,2022-03-23,38.19230854001823,1.1344133686815567,2022-03-30,3.0,0.27998912452419794,2.0,3,0.6666666666666666,False,34.055844155844156,0,9,8,6,0,2022-03-23,60.43956043956044,2022-03-30,64.28571428571429
1338,1346,NG,Nigeria,Rivers,Ikwerre,,,,ChIJFSolJXF3QhAR8SEXt0SjDhM,2022-03-31,,,,58.0,72.0,,"Ikwerre, Rivers",2022-03-24,40.60745826134318,2022-03-31,a556efcb-43db-4152-bcaf-0daaf113de77,2022-03-24,,,,51.0,77.0,,,,,7.0,-5.0,,3,0,2022-03-24,37.720154330261785,2.887303931081398,2022-03-31,3.0,0.27998912452419794,3.0,3,1.0,False,34.055844155844156,0,9,8,6,0,2022-03-24,89.56043956043956,2022-03-31,73.62637362637363
1334,1342,NG,Nigeria,Rivers,Ikwerre,,,,ChIJFSolJXF3QhAR8SEXt0SjDhM,2022-03-07,,,,40.0,60.0,,"Ikwerre, Rivers",2022-02-28,39.26011631631447,2022-03-07,b1c473e0-195e-4e8e-a70f-d22148bc781c,2022-02-28,,,,69.0,52.0,,,,,-29.0,8.0,,0,0,2022-02-28,37.63922601683531,1.6208902994791643,2022-03-07,2.0,0.10054377379010332,1.0,2,0.5,False,34.055844155844156,0,9,8,6,0,2022-02-28,41.208791208791204,2022-03-07,75.27472527472527
1335,1343,NG,Nigeria,Rivers,Ikwerre,,,,ChIJFSolJXF3QhAR8SEXt0SjDhM,2022-03-08,,,,62.0,64.0,,"Ikwerre, Rivers",2022-02-22,40.55010836348578,2022-03-08,b1c473e0-195e-4e8e-a70f-d22148bc781c,2022-02-22,,,,73.0,40.0,,,,,-11.0,24.0,,1,0,2022-02-22,36.99608892457101,3.5540194389147715,2022-03-08,2.0,0.10054377379010332,2.0,2,1.0,False,34.055844155844156,0,9,8,6,0,2022-02-22,10.43956043956044,2022-03-08,74.72527472527473
1141,1149,NG,Nigeria,Osun,Ilesha West,,,,ChIJ0YSVWHoiOBAR6GWCP01k_lE,2022-03-16,,,,,72.0,,"Ilesha West, Osun",2022-02-23,37.10787243313263,2022-03-16,5435ad1f-8809-4428-b310-cf4538b56cb9,2022-02-23,,,,,60.0,,,,,,12.0,,2,0,2022-02-23,34.52441109551326,2.5834613376193687,2022-03-16,2.0,0.10054377379010332,1.0,2,0.5,False,373.2083333333333,0,7,10,9,0,2022-02-23,51.098901098901095,2022-03-16,82.41758241758241
1142,1150,NG,Nigeria,Osun,Ilesha West,,,,ChIJ0YSVWHoiOBAR6GWCP01k_lE,2022-04-06,,,,,81.0,,"Ilesha West, Osun",2022-03-30,37.97172228495283,2022-04-06,5f90fcb2-6ac1-4f14-b8f1-e8869236e5dc,2022-03-30,,,,,66.0,,,,,,15.0,,2,0,2022-03-30,36.11099561055505,1.8607266743977817,2022-04-06,3.0,0.27998912452419794,1.0,3,0.3333333333333333,False,373.2083333333333,0,7,10,9,0,2022-03-30,81.86813186813187,2022-04-06,75.27472527472527
1143,1151,NG,Nigeria,Osun,Ilesha West,,,,ChIJ0YSVWHoiOBAR6GWCP01k_lE,2022-04-08,,,,,70.0,,"Ilesha West, Osun",2022-02-25,37.09464179144969,2022-04-08,5f90fcb2-6ac1-4f14-b8f1-e8869236e5dc,2022-02-25,,,,,47.0,,,,,,23.0,,4,0,2022-02-25,36.1337863074409,0.9608554840087891,2022-04-08,3.0,0.27998912452419794,3.0,2,1.0,False,373.2083333333333,0,7,10,9,0,2022-02-25,40.10989010989011,2022-04-08,96.15384615384616
1139,1147,NG,Nigeria,Osun,Ilesha West,,,,ChIJ0YSVWHoiOBAR6GWCP01k_lE,2022-03-21,,,,,75.0,,"Ilesha West, Osun",2022-02-21,37.423595852322094,2022-03-21,9042e2ab-862c-4467-b5c9-86a4dab11226,2022-02-21,,,,,58.0,,,,,,17.0,,0,0,2022-02-21,35.46287006802032,1.960725784301772,2022-03-21,2.0,0.10054377379010332,1.0,2,0.5,False,373.2083333333333,0,7,10,9,0,2022-02-21,31.318681318681318,2022-03-21,84.61538461538461
1138,1146,NG,Nigeria,Osun,Ilesha West,,,,ChIJ0YSVWHoiOBAR6GWCP01k_lE,2022-03-07,,,,,76.0,,"Ilesha West, Osun",2022-02-21,36.96559376186798,2022-03-07,bae76ccb-b182-4d70-b20b-234bc6a98e7a,2022-02-21,,,,,58.0,,,,,,18.0,,0,0,2022-02-21,35.46287006802032,1.5027236938476562,2022-03-07,3.0,0.27998912452419794,1.0,2,0.3333333333333333,False,373.2083333333333,0,7,10,9,0,2022-02-21,31.318681318681318,2022-03-07,67.58241758241759
1140,1148,NG,Nigeria,Osun,Ilesha West,,,,ChIJ0YSVWHoiOBAR6GWCP01k_lE,2022-03-09,,,,,81.0,,"Ilesha West, Osun",2022-02-23,37.76615354749896,2022-03-09,bae76ccb-b182-4d70-b20b-234bc6a98e7a,2022-02-23,,,,,60.0,,,,,,21.0,,2,0,2022-02-23,34.52441109551326,3.2417424519857008,2022-03-09,3.0,0.27998912452419794,3.0,2,1.0,False,373.2083333333333,0,7,10,9,0,2022-02-23,51.098901098901095,2022-03-09,67.03296703296702
838,843,NG,Nigeria,Kwara,Ilorin East,,,,ChIJe3qwMLI3NhARXN_zZ1FnfSE,2022-04-05,10.0,105.0,,33.0,24.0,35.0,"Ilorin East, Kwara",2022-03-29,39.76956415658048,2022-04-05,8d10f448-523d-42f2-bd05-0b79716e37b2,2022-03-29,17.0,97.0,,34.0,25.0,30.0,-7.0,8.0,,-1.0,-1.0,5.0,1,0,2022-03-29,37.70400191798358,2.065562238596897,2022-04-05,4.0,0.41158238172920064,1.0,3,0.25,True,312.0670391061453,0,5,6,6,0,2022-03-29,80.21978021978022,2022-04-05,81.31868131868131
839,844,NG,Nigeria,Kwara,Ilorin East,,,,ChIJe3qwMLI3NhARXN_zZ1FnfSE,2022-04-06,9.0,107.0,,53.0,24.0,36.0,"Ilorin East, Kwara",2022-03-16,40.16531973174128,2022-04-06,8d10f448-523d-42f2-bd05-0b79716e37b2,2022-03-16,13.0,88.0,,51.0,26.0,31.0,-4.0,19.0,,2.0,-2.0,5.0,2,0,2022-03-16,37.19368481876879,2.9716349129724904,2022-04-06,4.0,0.41158238172920064,2.0,3,0.5,True,312.0670391061453,0,5,6,6,0,2022-03-16,74.17582417582418,2022-04-06,79.12087912087912
840,845,NG,Nigeria,Kwara,Ilorin East,,,,ChIJe3qwMLI3NhARXN_zZ1FnfSE,2022-04-07,11.0,101.0,,38.0,22.0,36.0,"Ilorin East, Kwara",2022-03-17,40.62204264631178,2022-04-07,8d10f448-523d-42f2-bd05-0b79716e37b2,2022-03-17,15.0,106.0,,48.0,24.0,32.0,-4.0,-5.0,,-10.0,-2.0,4.0,3,0,2022-03-17,37.86433749728737,2.75770514902441,2022-04-07,4.0,0.41158238172920064,3.0,3,0.75,True,312.0670391061453,0,5,6,6,0,2022-03-17,59.89010989010989,2022-04-07,91.20879120879121
841,846,NG,Nigeria,Kwara,Ilorin East,,,,ChIJe3qwMLI3NhARXN_zZ1FnfSE,2022-04-08,7.0,96.0,,34.0,22.0,35.0,"Ilorin East, Kwara",2022-03-18,40.708160015067705,2022-04-08,8d10f448-523d-42f2-bd05-0b79716e37b2,2022-03-18,13.0,96.0,,37.0,26.0,32.0,-6.0,0.0,,-3.0,-4.0,3.0,4,0,2022-03-18,37.74120446407437,2.966955550993333,2022-04-08,4.0,0.41158238172920064,4.0,3,1.0,True,312.0670391061453,0,5,6,6,0,2022-03-18,51.64835164835166,2022-04-08,94.5054945054945
843,848,NG,Nigeria,Kwara,Ilorin South,,,,ChIJdQF-1ca0NxARCMURYsrlh7I,2022-04-07,,,,8.0,7.0,41.0,"Ilorin South, Kwara",2022-02-24,39.98225106133359,2022-04-07,1c018461-4eb2-46ab-a3d3-20bd8e470678,2022-02-24,,,,27.0,-5.0,26.0,,,,-19.0,12.0,15.0,3,0,2022-02-24,35.49112161000573,4.491129451327865,2022-04-07,4.0,0.41158238172920064,3.0,2,0.75,True,338.93793103448274,0,5,9,6,0,2022-02-24,45.05494505494506,2022-04-07,95.6043956043956
845,850,NG,Nigeria,Kwara,Ilorin South,,,,ChIJdQF-1ca0NxARCMURYsrlh7I,2022-04-08,,,,8.0,8.0,42.0,"Ilorin South, Kwara",2022-03-18,39.90952968597416,2022-04-08,1c018461-4eb2-46ab-a3d3-20bd8e470678,2022-03-18,,,,34.0,21.0,38.0,,,,-26.0,-13.0,4.0,4,0,2022-03-18,37.21199300554067,2.697536680433487,2022-04-08,4.0,0.41158238172920064,4.0,3,1.0,True,338.93793103448274,0,5,9,6,0,2022-03-18,57.14285714285714,2022-04-08,96.7032967032967
846,851,NG,Nigeria,Kwara,Ilorin South,,,,ChIJdQF-1ca0NxARCMURYsrlh7I,2022-04-05,,,,-7.0,5.0,39.0,"Ilorin South, Kwara",2022-03-29,39.08001369900177,2022-04-05,1c018461-4eb2-46ab-a3d3-20bd8e470678,2022-03-29,,,,5.0,8.0,39.0,,,,-12.0,-3.0,0.0,1,0,2022-03-29,37.385021315680646,1.6949923833211216,2022-04-05,4.0,0.41158238172920064,1.0,3,0.25,True,338.93793103448274,0,5,9,6,0,2022-03-29,80.76923076923077,2022-04-05,85.16483516483517
847,852,NG,Nigeria,Kwara,Ilorin South,,,,ChIJdQF-1ca0NxARCMURYsrlh7I,2022-04-06,,,,-4.0,8.0,37.0,"Ilorin South, Kwara",2022-03-23,39.6137126286825,2022-04-06,1c018461-4eb2-46ab-a3d3-20bd8e470678,2022-03-23,,,,14.0,19.0,36.0,,,,-18.0,-11.0,1.0,2,0,2022-03-23,37.400901582506,2.2128110461764976,2022-04-06,4.0,0.41158238172920064,2.0,3,0.5,True,338.93793103448274,0,5,9,6,0,2022-03-23,73.07692307692307,2022-04-06,79.12087912087912
842,847,NG,Nigeria,Kwara,Ilorin South,,,,ChIJdQF-1ca0NxARCMURYsrlh7I,2022-03-24,,,,22.0,19.0,35.0,"Ilorin South, Kwara",2022-02-24,38.75450717078319,2022-03-24,3537b71b-d0fb-4856-b7f9-15d68dd85206,2022-02-24,,,,27.0,-5.0,26.0,,,,-5.0,24.0,9.0,3,0,2022-02-24,35.49112161000573,3.263385560777465,2022-03-24,2.0,0.10054377379010332,1.0,2,0.5,False,338.93793103448274,0,5,9,6,0,2022-02-24,45.05494505494506,2022-03-24,84.06593406593407
844,849,NG,Nigeria,Kwara,Ilorin South,,,,ChIJdQF-1ca0NxARCMURYsrlh7I,2022-03-25,,,,1.0,18.0,38.0,"Ilorin South, Kwara",2022-03-18,38.71157911088736,2022-03-25,3537b71b-d0fb-4856-b7f9-15d68dd85206,2022-03-18,,,,34.0,21.0,38.0,,,,-33.0,-3.0,0.0,4,0,2022-03-18,37.21199300554067,1.4995861053466868,2022-03-25,2.0,0.10054377379010332,2.0,3,1.0,False,338.93793103448274,0,5,9,6,0,2022-03-18,57.14285714285714,2022-03-25,68.13186813186813
848,853,NG,Nigeria,Kwara,Ilorin West,,,,ChIJNfjrde9SNhARiQFH8BMA1rg,2022-03-11,,,,,51.0,34.0,"Ilorin West, Kwara",2022-02-25,39.611390855577305,2022-03-11,33e9d5ce-8ff8-4595-823c-9ccdeac8faf9,2022-02-25,,,,,24.0,28.0,,,,,27.0,6.0,4,0,2022-02-25,35.30777803725671,4.303612818320595,2022-03-11,2.0,0.10054377379010332,1.0,2,0.5,False,316.9050279329609,0,5,10,6,0,2022-02-25,52.197802197802204,2022-03-11,83.51648351648352
849,854,NG,Nigeria,Kwara,Ilorin West,,,,ChIJNfjrde9SNhARiQFH8BMA1rg,2022-03-12,,,,,52.0,,"Ilorin West, Kwara",2022-02-26,38.46413506401914,2022-03-12,33e9d5ce-8ff8-4595-823c-9ccdeac8faf9,2022-02-26,,16.0,,,33.0,,,,,,19.0,,5,1,2022-02-26,35.56466597980928,2.899469084209862,2022-03-12,2.0,0.10054377379010332,2.0,2,1.0,False,316.9050279329609,0,5,10,6,0,2022-02-26,25.274725274725274,2022-03-12,85.71428571428571
851,856,NG,Nigeria,Kwara,Ilorin West,,,,ChIJNfjrde9SNhARiQFH8BMA1rg,2022-04-07,,,,,40.0,44.0,"Ilorin West, Kwara",2022-02-24,40.17412143283424,2022-04-07,6b668c53-321c-432f-a6e5-ff5c7fcff61a,2022-02-24,,,,,21.0,25.0,,,,,19.0,19.0,3,0,2022-02-24,35.72876824273008,4.445353190104164,2022-04-07,4.0,0.41158238172920064,3.0,2,0.75,True,316.9050279329609,0,5,10,6,0,2022-02-24,40.65934065934066,2022-04-07,92.85714285714286
853,858,NG,Nigeria,Kwara,Ilorin West,,,,ChIJNfjrde9SNhARiQFH8BMA1rg,2022-04-08,,,,,45.0,43.0,"Ilorin West, Kwara",2022-03-18,40.202548556857664,2022-04-08,6b668c53-321c-432f-a6e5-ff5c7fcff61a,2022-03-18,,,,,46.0,35.0,,,,,-1.0,8.0,4,0,2022-03-18,37.37969631618928,2.8228522406683823,2022-04-08,4.0,0.41158238172920064,4.0,3,1.0,True,316.9050279329609,0,5,10,6,0,2022-03-18,59.34065934065934,2022-04-08,96.7032967032967
854,859,NG,Nigeria,Kwara,Ilorin West,,,,ChIJNfjrde9SNhARiQFH8BMA1rg,2022-04-05,,,,,40.0,41.0,"Ilorin West, Kwara",2022-03-29,39.14333513047964,2022-04-05,6b668c53-321c-432f-a6e5-ff5c7fcff61a,2022-03-29,,,,,41.0,38.0,,,,,-1.0,3.0,1,0,2022-03-29,37.546777513292135,1.596557617187507,2022-04-05,4.0,0.41158238172920064,1.0,3,0.25,True,316.9050279329609,0,5,10,6,0,2022-03-29,82.41758241758241,2022-04-05,81.31868131868131
855,860,NG,Nigeria,Kwara,Ilorin West,,,,ChIJNfjrde9SNhARiQFH8BMA1rg,2022-04-06,,,,,38.0,42.0,"Ilorin West, Kwara",2022-03-16,39.73357052273225,2022-04-06,6b668c53-321c-432f-a6e5-ff5c7fcff61a,2022-03-16,,,,,40.0,34.0,,,,,-2.0,8.0,2,0,2022-03-16,36.86318206787113,2.8703884548611214,2022-04-06,4.0,0.41158238172920064,2.0,3,0.5,True,316.9050279329609,0,5,10,6,0,2022-03-16,63.73626373626373,2022-04-06,84.06593406593407
850,855,NG,Nigeria,Kwara,Ilorin West,,,,ChIJNfjrde9SNhARiQFH8BMA1rg,2022-03-24,,,,,40.0,35.0,"Ilorin West, Kwara",2022-02-24,38.9950824313694,2022-03-24,9a938d91-8cc9-4c93-bf7d-bfe09dd6f50f,2022-02-24,,,,,21.0,25.0,,,,,19.0,10.0,3,0,2022-02-24,35.72876824273008,3.2663141886393205,2022-03-24,2.0,0.10054377379010332,1.0,2,0.5,False,316.9050279329609,0,5,10,6,0,2022-02-24,40.65934065934066,2022-03-24,90.65934065934066
852,857,NG,Nigeria,Kwara,Ilorin West,,,,ChIJNfjrde9SNhARiQFH8BMA1rg,2022-03-25,,,,,44.0,34.0,"Ilorin West, Kwara",2022-03-18,38.90470123291019,2022-03-25,9a938d91-8cc9-4c93-bf7d-bfe09dd6f50f,2022-03-18,,,,,46.0,35.0,,,,,-2.0,-1.0,4,0,2022-03-18,37.37969631618928,1.5250049167209099,2022-03-25,2.0,0.10054377379010332,2.0,3,1.0,False,316.9050279329609,0,5,10,6,0,2022-03-18,59.34065934065934,2022-03-25,65.38461538461539
418,421,NG,Nigeria,Ekiti,Irepodun-Ifelodun,,,,ChIJ7YOS1hzjRxARBcWro8jaBjY,2022-03-07,,,,,42.0,,"Irepodun-Ifelodun, Ekiti",2022-02-21,36.14647123548723,2022-03-07,284673b0-8cf6-4952-bf8d-405dd665d891,2022-02-21,,,,,31.0,,,,,,11.0,,0,0,2022-02-21,34.58180374569367,1.564667489793564,2022-03-07,3.0,0.27998912452419794,1.0,2,0.3333333333333333,False,488.9921875,0,7,8,8,0,2022-02-21,36.26373626373626,2022-03-07,86.26373626373626
419,422,NG,Nigeria,Ekiti,Irepodun-Ifelodun,,,,ChIJ7YOS1hzjRxARBcWro8jaBjY,2022-03-08,,,,,41.0,,"Irepodun-Ifelodun, Ekiti",2022-02-22,36.84353881412086,2022-03-08,284673b0-8cf6-4952-bf8d-405dd665d891,2022-02-22,,,,,24.0,,,,,,17.0,,1,0,2022-02-22,33.87823176880682,2.9653070453140415,2022-03-08,3.0,0.27998912452419794,2.0,2,0.6666666666666666,False,488.9921875,0,7,8,8,0,2022-02-22,26.373626373626376,2022-03-08,76.37362637362637
420,423,NG,Nigeria,Ekiti,Irepodun-Ifelodun,,,,ChIJ7YOS1hzjRxARBcWro8jaBjY,2022-03-09,,,,,57.0,,"Irepodun-Ifelodun, Ekiti",2022-02-23,36.487304369608594,2022-03-09,284673b0-8cf6-4952-bf8d-405dd665d891,2022-02-23,,,,,28.0,,,,,,29.0,,2,0,2022-02-23,34.51753722296826,1.9697671466403364,2022-03-09,3.0,0.27998912452419794,3.0,2,1.0,False,488.9921875,0,7,8,8,0,2022-02-23,43.956043956043956,2022-03-09,53.2967032967033
