,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0_x,datetime_heat,number,spatial_ref,t2m,d2m,rh,thi_heat,adm2,adm1,day,month,year,location_x,datetime_ord,pct,level_0,heatwave,heat_ID,Heat Wave Duration_x,control_day,day_of_week,num_iters,diff,Unnamed: 0_y,country_region_code,country_region,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location_y,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,location,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration_y,dur_ranking,stage,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
2777,2783,28703,339410,339410,2022-08-24,0.0,0.0,33.572296,15.80866,74.069954,31.10411307308826,Golbasi,Ankara,24,8,2022,"Golbasi, Ankara",738391,0.9594771241830066,67.0,1.0,7e6e0467-2bb5-480a-bed1-4d43c0d9ca1c,,2022-08-17,2,test,7 days,12465,TR,Turkey,,,,ChIJOfEmTVJz0xQRr7I1X-ErsJM,2022-08-24,60.0,100.0,146.0,54.0,9.0,4.0,"Golbasi, Ankara",2022-08-17,71.0,111.0,,60.0,8.0,3.0,"Golbasi, Ankara",-11.0,-11.0,,-6.0,1.0,1.0,0,2022-08-17,28.45368582104884,2.650427252039421,2022-08-24,3.0,0.22908674877178814,3.0,1.0,False,1122.2490757855824,0,10,8,3,0,2022-08-17,2.272727272727273,2022-08-24,82.46753246753246
2778,2784,28705,339417,339417,2022-08-31,0.0,0.0,33.00949,10.490065,52.541233,30.571779954905058,Golbasi,Ankara,31,8,2022,"Golbasi, Ankara",738398,0.934640522875817,69.0,1.0,c8257703-526d-4fb4-b85f-17a84895858c,,2022-08-17,2,test,14 days,12472,TR,Turkey,,,,ChIJOfEmTVJz0xQRr7I1X-ErsJM,2022-08-31,52.0,100.0,,54.0,7.0,2.0,"Golbasi, Ankara",2022-08-17,71.0,111.0,,60.0,8.0,3.0,"Golbasi, Ankara",-19.0,-11.0,,-6.0,-1.0,-1.0,0,2022-08-17,28.45368582104884,2.118094133856218,2022-08-31,2.0,0.07089979137223232,2.0,1.0,False,1122.2490757855824,0,10,8,3,0,2022-08-17,2.272727272727273,2022-08-31,20.12987012987013
2779,2785,28706,339434,339434,2022-09-17,0.0,0.0,32.254528,6.658068,42.402767,30.016177798074427,Golbasi,Ankara,17,9,2022,"Golbasi, Ankara",738415,0.9111111111111112,70.0,1.0,4a0e5ffc-7751-4f8c-8cb8-69fcb9663bfd,2.0,2022-09-10,5,test,7 days,12489,TR,Turkey,,,,ChIJOfEmTVJz0xQRr7I1X-ErsJM,2022-09-17,103.0,142.0,203.0,66.0,24.0,-2.0,"Golbasi, Ankara",2022-09-10,115.0,152.0,208.0,73.0,25.0,-2.0,"Golbasi, Ankara",-12.0,-10.0,-5.0,-7.0,-1.0,0.0,1,2022-09-10,27.03130540393651,2.9848723941379163,2022-09-17,2.0,0.07089979137223232,1.0,0.5,False,1122.2490757855824,0,10,8,3,0,2022-09-10,18.181818181818183,2022-09-17,37.01298701298701
2780,2786,28707,339435,339435,2022-09-18,0.0,0.0,32.268654,7.0629754,41.777466,30.02277222890706,Golbasi,Ankara,18,9,2022,"Golbasi, Ankara",738416,0.9124183006535947,71.0,1.0,4a0e5ffc-7751-4f8c-8cb8-69fcb9663bfd,,2022-09-11,6,test,7 days,12490,TR,Turkey,,,,ChIJOfEmTVJz0xQRr7I1X-ErsJM,2022-09-18,107.0,120.0,185.0,72.0,23.0,-3.0,"Golbasi, Ankara",2022-09-11,113.0,119.0,159.0,70.0,25.0,-2.0,"Golbasi, Ankara",-6.0,1.0,26.0,2.0,-2.0,-1.0,1,2022-09-11,28.49570001874656,1.5270722101604974,2022-09-18,2.0,0.07089979137223232,2.0,1.0,False,1122.2490757855824,0,10,8,3,0,2022-09-11,2.272727272727273,2022-09-18,31.16883116883117
2781,2787,28755,340178,340178,2022-08-17,0.0,0.0,29.276031,19.891754,87.20895,29.8082146821199,Golcuk,Kocaeli,17,8,2022,"Golcuk, Kocaeli",738384,0.938562091503268,47.0,1.0,829ece0a-d708-4ade-92b9-f1c5c4cdeb3c,2.0,2022-08-03,2,test,14 days,102274,TR,Turkey,,,,ChIJe7_p2L9AyxQRG7_N0V9Jb7Y,2022-08-17,27.0,55.0,41.0,11.0,-1.0,1.0,"Golcuk, Kocaeli",2022-08-03,20.0,62.0,37.0,14.0,-10.0,-1.0,"Golcuk, Kocaeli",7.0,-7.0,4.0,-3.0,9.0,2.0,0,2022-08-03,27.60423942848492,2.2039752536349795,2022-08-17,2.0,0.07089979137223232,1.0,0.5,False,450.48493975903614,1,9,10,3,0,2022-08-03,37.66233766233766,2022-08-17,76.62337662337663
2782,2788,28760,340185,340185,2022-08-24,0.0,0.0,30.16633,22.368723,98.9367,31.773916173864336,Golcuk,Kocaeli,24,8,2022,"Golcuk, Kocaeli",738391,0.9777777777777776,52.0,1.0,11ab5623-d8ff-4720-b730-4a13249853a5,,2022-08-03,2,test,21 days,102281,TR,Turkey,,,,ChIJe7_p2L9AyxQRG7_N0V9Jb7Y,2022-08-24,15.0,57.0,22.0,15.0,-1.0,3.0,"Golcuk, Kocaeli",2022-08-03,20.0,62.0,37.0,14.0,-10.0,-1.0,"Golcuk, Kocaeli",-5.0,-5.0,-15.0,1.0,9.0,4.0,0,2022-08-03,27.60423942848492,4.169676745379416,2022-08-24,4.0,0.36943939699845213,4.0,1.0,False,450.48493975903614,1,9,10,3,0,2022-08-03,37.66233766233766,2022-08-24,91.55844155844156
2783,2789,28756,340179,340179,2022-08-18,0.0,0.0,29.816803,20.655426,93.646996,29.51979743109813,Golcuk,Kocaeli,18,8,2022,"Golcuk, Kocaeli",738385,0.9281045751633988,48.0,1.0,829ece0a-d708-4ade-92b9-f1c5c4cdeb3c,,2022-08-11,3,test,7 days,102275,TR,Turkey,,,,ChIJe7_p2L9AyxQRG7_N0V9Jb7Y,2022-08-18,37.0,85.0,56.0,13.0,3.0,1.0,"Golcuk, Kocaeli",2022-08-11,27.0,81.0,49.0,11.0,-2.0,0.0,"Golcuk, Kocaeli",10.0,4.0,7.0,2.0,5.0,1.0,0,2022-08-11,23.63476435343429,5.8850330776638415,2022-08-18,2.0,0.07089979137223232,2.0,1.0,False,450.48493975903614,1,9,10,3,0,2022-08-11,96.1038961038961,2022-08-18,48.701298701298704
2784,2790,28757,340182,340182,2022-08-21,0.0,0.0,28.514029,20.5642,98.673065,29.382271943269007,Golcuk,Kocaeli,21,7,2022,"Golcuk, Kocaeli",738388,0.922875816993464,49.0,1.0,11ab5623-d8ff-4720-b730-4a13249853a5,4.0,2022-07-24,6,test,28 days,102278,TR,Turkey,,,,ChIJe7_p2L9AyxQRG7_N0V9Jb7Y,2022-08-21,36.0,51.0,89.0,2.0,8.0,-2.0,"Golcuk, Kocaeli",2022-07-24,30.0,39.0,67.0,-11.0,4.0,-2.0,"Golcuk, Kocaeli",6.0,12.0,22.0,13.0,4.0,0.0,1,2022-07-24,27.54989624023441,1.8323757030345966,2022-08-21,4.0,0.36943939699845213,1.0,0.25,False,450.48493975903614,1,9,10,3,0,2022-07-24,8.441558441558442,2022-08-21,35.064935064935064
2785,2791,28758,340183,340183,2022-08-22,0.0,0.0,29.344147,21.720612,99.07197,30.873285929362016,Golcuk,Kocaeli,22,8,2022,"Golcuk, Kocaeli",738389,0.9660130718954248,50.0,1.0,11ab5623-d8ff-4720-b730-4a13249853a5,,2022-08-15,0,test,7 days,102279,TR,Turkey,,,,ChIJe7_p2L9AyxQRG7_N0V9Jb7Y,2022-08-22,29.0,74.0,40.0,16.0,-1.0,1.0,"Golcuk, Kocaeli",2022-08-15,26.0,76.0,41.0,18.0,-2.0,1.0,"Golcuk, Kocaeli",3.0,-2.0,-1.0,-2.0,1.0,0.0,0,2022-08-15,23.9463841473615,6.926901782000517,2022-08-22,4.0,0.36943939699845213,2.0,0.5,False,450.48493975903614,1,9,10,3,0,2022-08-15,94.8051948051948,2022-08-22,38.311688311688314
2786,2792,28761,340190,340190,2022-08-29,0.0,0.0,28.396719,19.74466,98.52601,29.371864883988035,Golcuk,Kocaeli,29,8,2022,"Golcuk, Kocaeli",738396,0.9215686274509804,53.0,1.0,3e04df96-7913-4ccd-b07a-523cb5f3ffd7,2.0,2022-08-15,0,test,14 days,102286,TR,Turkey,,,,ChIJe7_p2L9AyxQRG7_N0V9Jb7Y,2022-08-29,31.0,71.0,46.0,14.0,-5.0,1.0,"Golcuk, Kocaeli",2022-08-15,26.0,76.0,41.0,18.0,-2.0,1.0,"Golcuk, Kocaeli",5.0,-5.0,5.0,-4.0,-3.0,0.0,0,2022-08-15,23.9463841473615,5.425480736626536,2022-08-29,2.0,0.07089979137223232,1.0,0.5,False,450.48493975903614,1,9,10,3,0,2022-08-15,94.8051948051948,2022-08-29,5.194805194805195
2787,2793,28759,340184,340184,2022-08-23,0.0,0.0,30.374582,22.58837,98.38019,32.163234993263565,Golcuk,Kocaeli,23,8,2022,"Golcuk, Kocaeli",738390,0.9856209150326798,51.0,1.0,11ab5623-d8ff-4720-b730-4a13249853a5,,2022-08-16,1,test,7 days,102280,TR,Turkey,,,,ChIJe7_p2L9AyxQRG7_N0V9Jb7Y,2022-08-23,24.0,89.0,51.0,19.0,-2.0,2.0,"Golcuk, Kocaeli",2022-08-16,22.0,83.0,93.0,29.0,-1.0,-1.0,"Golcuk, Kocaeli",2.0,6.0,-42.0,-10.0,-1.0,3.0,0,2022-08-16,27.69225014580624,4.4709848474573235,2022-08-23,4.0,0.36943939699845213,3.0,0.75,False,450.48493975903614,1,9,10,3,0,2022-08-16,51.298701298701296,2022-08-23,58.44155844155844
2788,2794,28762,340191,340191,2022-08-30,0.0,0.0,28.868479,21.83373,98.95913,30.81515064945929,Golcuk,Kocaeli,30,8,2022,"Golcuk, Kocaeli",738397,0.9633986928104576,54.0,1.0,3e04df96-7913-4ccd-b07a-523cb5f3ffd7,,2022-08-16,1,test,14 days,102287,TR,Turkey,,,,ChIJe7_p2L9AyxQRG7_N0V9Jb7Y,2022-08-30,26.0,63.0,71.0,7.0,-32.0,6.0,"Golcuk, Kocaeli",2022-08-16,22.0,83.0,93.0,29.0,-1.0,-1.0,"Golcuk, Kocaeli",4.0,-20.0,-22.0,-22.0,-31.0,7.0,0,2022-08-16,27.69225014580624,3.1229005036530495,2022-08-30,2.0,0.07089979137223232,2.0,1.0,False,450.48493975903614,1,9,10,3,0,2022-08-16,51.298701298701296,2022-08-30,45.45454545454545
2789,2795,28898,341707,341707,2022-07-27,0.0,0.0,32.65478,7.9749017,43.77338,30.308786768850627,Golhisar,Burdur,27,7,2022,"Golhisar, Burdur",738363,0.9516339869281044,63.0,1.0,aa28fd0c-8402-4de8-a45b-2bf3849e601b,10.0,2022-07-20,2,test,7 days,36052,TR,Turkey,,,,ChIJmRHa22UfwRQRkSjkX7D8ro4,2022-07-27,,,,,23.0,,"Golhisar, Burdur",2022-07-20,,,,,15.0,,"Golhisar, Burdur",,,,,8.0,,0,2022-07-20,27.69052596319293,2.618260805657698,2022-07-27,10.0,0.8673867689615721,1.0,0.1,True,1189.1939058171745,0,4,6,6,0,2022-07-20,11.688311688311687,2022-07-27,16.233766233766232
2790,2796,28905,341714,341714,2022-08-03,0.0,0.0,31.447245,15.959294,67.98812,29.77131222921708,Golhisar,Burdur,3,7,2022,"Golhisar, Burdur",738370,0.9202614379084968,70.0,1.0,aa28fd0c-8402-4de8-a45b-2bf3849e601b,,2022-07-20,2,test,14 days,36058,TR,Turkey,,,,ChIJmRHa22UfwRQRkSjkX7D8ro4,2022-08-03,,,,,26.0,,"Golhisar, Burdur",2022-07-20,,,,,15.0,,"Golhisar, Burdur",,,,,11.0,,0,2022-07-20,27.69052596319293,2.080786266024152,2022-08-03,10.0,0.8673867689615721,8.0,0.8,True,1189.1939058171745,0,4,6,6,0,2022-07-20,11.688311688311687,2022-08-03,65.5844155844156
2791,2797,28899,341708,341708,2022-07-28,0.0,0.0,33.275177,10.203522,48.731964,30.8663079148484,Golhisar,Burdur,28,7,2022,"Golhisar, Burdur",738364,0.9790849673202614,64.0,1.0,aa28fd0c-8402-4de8-a45b-2bf3849e601b,,2022-07-21,3,test,7 days,36053,TR,Turkey,,,,ChIJmRHa22UfwRQRkSjkX7D8ro4,2022-07-28,,,,,15.0,,"Golhisar, Burdur",2022-07-21,,,,,7.0,,"Golhisar, Burdur",,,,,8.0,,0,2022-07-21,27.45442405579586,3.411883859052537,2022-07-28,10.0,0.8673867689615721,2.0,0.2,True,1189.1939058171745,0,4,6,6,0,2022-07-21,31.818181818181817,2022-07-28,29.87012987012987
2792,2798,28906,341715,341715,2022-08-04,0.0,0.0,31.627665,16.719164,77.02053,30.00261155385824,Golhisar,Burdur,4,7,2022,"Golhisar, Burdur",738371,0.9359477124183008,71.0,1.0,aa28fd0c-8402-4de8-a45b-2bf3849e601b,,2022-07-21,3,test,14 days,36059,TR,Turkey,,,,ChIJmRHa22UfwRQRkSjkX7D8ro4,2022-08-04,,,,,22.0,,"Golhisar, Burdur",2022-07-21,,,,,7.0,,"Golhisar, Burdur",,,,,15.0,,0,2022-07-21,27.45442405579586,2.5481874980623793,2022-08-04,10.0,0.8673867689615721,9.0,0.9,True,1189.1939058171745,0,4,6,6,0,2022-07-21,31.818181818181817,2022-08-04,61.68831168831169
2793,2799,28900,341709,341709,2022-07-29,0.0,0.0,32.715748,12.112039,55.266254,30.38082662866351,Golhisar,Burdur,29,7,2022,"Golhisar, Burdur",738365,0.9568627450980391,65.0,1.0,aa28fd0c-8402-4de8-a45b-2bf3849e601b,,2022-07-22,4,test,7 days,36054,TR,Turkey,,,,ChIJmRHa22UfwRQRkSjkX7D8ro4,2022-07-29,,,,,9.0,,"Golhisar, Burdur",2022-07-22,,,,,8.0,,"Golhisar, Burdur",,,,,1.0,,0,2022-07-22,28.512991042364256,1.867835586299254,2022-07-29,10.0,0.8673867689615721,3.0,0.3,True,1189.1939058171745,0,4,6,6,0,2022-07-22,20.12987012987013,2022-07-29,39.61038961038961
2794,2800,28907,341716,341716,2022-08-05,0.0,0.0,32.27256,16.07805,70.61352,30.76354314410501,Golhisar,Burdur,5,7,2022,"Golhisar, Burdur",738372,0.976470588235294,72.0,1.0,aa28fd0c-8402-4de8-a45b-2bf3849e601b,,2022-07-22,4,test,14 days,36060,TR,Turkey,,,,ChIJmRHa22UfwRQRkSjkX7D8ro4,2022-08-05,,,,,13.0,,"Golhisar, Burdur",2022-07-22,,,,,8.0,,"Golhisar, Burdur",,,,,5.0,,0,2022-07-22,28.512991042364256,2.2505521017407553,2022-08-05,10.0,0.8673867689615721,10.0,1.0,True,1189.1939058171745,0,4,6,6,0,2022-07-22,20.12987012987013,2022-08-05,37.01298701298701
2795,2801,28901,341710,341710,2022-07-30,0.0,0.0,33.405216,12.901136,56.47872,31.025709972406467,Golhisar,Burdur,30,7,2022,"Golhisar, Burdur",738366,0.9830065359477124,66.0,1.0,aa28fd0c-8402-4de8-a45b-2bf3849e601b,,2022-07-16,5,test,14 days,36055,TR,Turkey,,,,ChIJmRHa22UfwRQRkSjkX7D8ro4,2022-07-30,,,,,18.0,,"Golhisar, Burdur",2022-07-16,,,,,4.0,,"Golhisar, Burdur",,,,,14.0,,1,2022-07-16,28.549697512672104,2.4760124597343633,2022-07-30,10.0,0.8673867689615721,4.0,0.4,True,1189.1939058171745,0,4,6,6,0,2022-07-16,12.337662337662337,2022-07-30,33.116883116883116
2796,2802,28903,341712,341712,2022-08-01,0.0,0.0,32.5969,13.445221,54.579884,30.50941981966537,Golhisar,Burdur,1,7,2022,"Golhisar, Burdur",738368,0.9686274509803922,68.0,1.0,aa28fd0c-8402-4de8-a45b-2bf3849e601b,,2022-07-18,0,test,14 days,36056,TR,Turkey,,,,ChIJmRHa22UfwRQRkSjkX7D8ro4,2022-08-01,,,,,15.0,,"Golhisar, Burdur",2022-07-18,,,,,11.0,,"Golhisar, Burdur",,,,,4.0,,0,2022-07-18,27.31698596288292,3.1924338567824506,2022-08-01,10.0,0.8673867689615721,6.0,0.6,True,1189.1939058171745,0,4,6,6,0,2022-07-18,31.16883116883117,2022-08-01,38.311688311688314
2797,2803,28904,341713,341713,2022-08-02,0.0,0.0,31.560873,14.937025,65.44793,29.854299151708243,Golhisar,Burdur,2,7,2022,"Golhisar, Burdur",738369,0.9241830065359478,69.0,1.0,aa28fd0c-8402-4de8-a45b-2bf3849e601b,,2022-07-19,1,test,14 days,36057,TR,Turkey,,,,ChIJmRHa22UfwRQRkSjkX7D8ro4,2022-08-02,,,,,16.0,,"Golhisar, Burdur",2022-07-19,,,,,14.0,,"Golhisar, Burdur",,,,,2.0,,0,2022-07-19,27.61823805551684,2.2360610961914027,2022-08-02,10.0,0.8673867689615721,7.0,0.7,True,1189.1939058171745,0,4,6,6,0,2022-07-19,17.532467532467532,2022-08-02,53.896103896103895
2798,2804,29346,347074,347074,2022-05-30,0.0,0.0,27.599243,15.358093,88.23053,27.036051750183148,Golyaka,Duzce,30,6,2022,"Golyaka, Duzce",738305,0.90718954248366,47.0,1.0,bf1d4395-2f95-4f9d-a7b4-d31af8953719,,2022-06-06,0,test,-7 days,51662,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-05-30,,,,,30.0,,"Golyaka, Duzce",2022-06-06,,,,,30.0,,"Golyaka, Duzce",,,,,0.0,,0,2022-06-06,22.96834044986305,4.067711300320099,2022-05-30,2.0,0.07089979137223232,2.0,1.0,False,813.2758620689655,0,9,7,6,0,2022-06-06,49.35064935064935,2022-05-30,61.038961038961034
2799,2805,29347,347133,347133,2022-07-28,0.0,0.0,27.236053,17.596466,98.60251,27.347411049736905,Golyaka,Duzce,28,7,2022,"Golyaka, Duzce",738364,0.9254901960784314,48.0,1.0,c582a266-2430-4e14-812d-0058006a52a9,2.0,2022-07-21,3,test,7 days,51707,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-07-28,,,,,20.0,,"Golyaka, Duzce",2022-07-21,,,,,24.0,,"Golyaka, Duzce",,,,,-4.0,,0,2022-07-21,22.827779452006062,4.519631597730843,2022-07-28,2.0,0.07089979137223232,1.0,0.5,False,813.2758620689655,0,9,7,6,0,2022-07-21,16.233766233766232,2022-07-28,17.532467532467532
2800,2806,29348,347134,347134,2022-07-29,0.0,0.0,26.38498,18.306976,99.65508,27.24476549360491,Golyaka,Duzce,29,7,2022,"Golyaka, Duzce",738365,0.922875816993464,49.0,1.0,c582a266-2430-4e14-812d-0058006a52a9,,2022-07-22,4,test,7 days,51708,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-07-29,,,,,13.0,,"Golyaka, Duzce",2022-07-22,,,,,23.0,,"Golyaka, Duzce",,,,,-10.0,,0,2022-07-22,22.33000861273875,4.9147568808661575,2022-07-29,2.0,0.07089979137223232,2.0,1.0,False,813.2758620689655,0,9,7,6,0,2022-07-22,22.727272727272727,2022-07-29,31.818181818181817
2801,2807,29349,347158,347158,2022-08-22,0.0,0.0,26.974457,21.416046,99.676575,28.427675035264805,Golyaka,Duzce,22,8,2022,"Golyaka, Duzce",738389,0.9607843137254902,50.0,1.0,78a29c4c-9d93-4016-8ef4-ad776d9e5ea7,3.0,2022-08-15,0,test,7 days,51724,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-08-22,,,,,18.0,,"Golyaka, Duzce",2022-08-15,,,,,16.0,,"Golyaka, Duzce",,,,,2.0,,0,2022-08-15,22.65659915076365,5.771075884501155,2022-08-22,3.0,0.22908674877178814,1.0,0.3333333333333333,False,813.2758620689655,0,9,7,6,0,2022-08-15,99.35064935064936,2022-08-22,81.81818181818183
2802,2808,29352,347165,347165,2022-08-29,0.0,0.0,26.441254,19.980133,98.821304,27.45229138268368,Golyaka,Duzce,29,8,2022,"Golyaka, Duzce",738396,0.9320261437908496,53.0,1.0,8e070089-5d87-4626-9ccc-ab8424cce325,3.0,2022-08-15,0,test,14 days,51729,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-08-29,,,,,10.0,,"Golyaka, Duzce",2022-08-15,,,,,16.0,,"Golyaka, Duzce",,,,,-6.0,,0,2022-08-15,22.65659915076365,4.795692231920029,2022-08-29,3.0,0.22908674877178814,1.0,0.3333333333333333,False,813.2758620689655,0,9,7,6,0,2022-08-15,99.35064935064936,2022-08-29,33.76623376623377
2803,2809,29350,347159,347159,2022-08-23,0.0,0.0,27.455597,21.37741,99.602715,29.130297236972417,Golyaka,Duzce,23,8,2022,"Golyaka, Duzce",738390,0.9790849673202614,51.0,1.0,78a29c4c-9d93-4016-8ef4-ad776d9e5ea7,,2022-08-16,1,test,7 days,51725,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-08-23,,,,,16.0,,"Golyaka, Duzce",2022-08-16,,,,,11.0,,"Golyaka, Duzce",,,,,5.0,,0,2022-08-16,25.37953323788116,3.7507639990912587,2022-08-23,3.0,0.22908674877178814,2.0,0.6666666666666666,False,813.2758620689655,0,9,7,6,0,2022-08-16,20.77922077922078,2022-08-23,74.02597402597402
2804,2810,29353,347166,347166,2022-08-30,0.0,0.0,26.608307,20.597046,99.26081,28.095209863450822,Golyaka,Duzce,30,8,2022,"Golyaka, Duzce",738397,0.9477124183006536,54.0,1.0,8e070089-5d87-4626-9ccc-ab8424cce325,,2022-08-16,1,test,14 days,51730,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-08-30,,,,,-13.0,,"Golyaka, Duzce",2022-08-16,,,,,11.0,,"Golyaka, Duzce",,,,,-24.0,,0,2022-08-16,25.37953323788116,2.715676625569664,2022-08-30,3.0,0.22908674877178814,2.0,0.6666666666666666,False,813.2758620689655,0,9,7,6,0,2022-08-16,20.77922077922078,2022-08-30,46.75324675324675
2805,2811,29351,347160,347160,2022-08-24,0.0,0.0,28.111176,20.828156,99.32968,29.592544237772657,Golyaka,Duzce,24,8,2022,"Golyaka, Duzce",738391,0.9856209150326798,52.0,1.0,78a29c4c-9d93-4016-8ef4-ad776d9e5ea7,,2022-08-10,2,test,14 days,51726,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-08-24,,,,,13.0,,"Golyaka, Duzce",2022-08-10,,,,,25.0,,"Golyaka, Duzce",,,,,-12.0,,0,2022-08-10,24.25291326310904,5.339630974663617,2022-08-24,3.0,0.22908674877178814,3.0,1.0,False,813.2758620689655,0,9,7,6,0,2022-08-10,71.42857142857143,2022-08-24,74.67532467532467
2806,2812,29354,347167,347167,2022-08-31,0.0,0.0,26.249298,20.755035,99.62513,27.713273366292363,Golyaka,Duzce,31,8,2022,"Golyaka, Duzce",738398,0.9411764705882352,55.0,1.0,8e070089-5d87-4626-9ccc-ab8424cce325,,2022-08-10,2,test,21 days,51731,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-08-31,,,,,20.0,,"Golyaka, Duzce",2022-08-10,,,,,25.0,,"Golyaka, Duzce",,,,,-5.0,,0,2022-08-10,24.25291326310904,3.460360103183323,2022-08-31,3.0,0.22908674877178814,3.0,1.0,False,813.2758620689655,0,9,7,6,0,2022-08-10,71.42857142857143,2022-08-31,83.11688311688312
2807,2813,29355,347183,347183,2022-09-16,0.0,0.0,29.454681,17.643036,83.86741,28.60437075297041,Golyaka,Duzce,16,9,2022,"Golyaka, Duzce",738414,0.9712418300653596,56.0,1.0,2ba248d7-d338-4300-b1f0-a46cfaa1dd35,3.0,2022-09-09,4,test,7 days,51743,TR,Turkey,,,,ChIJXaigGTyDnUARTUjfo22qIAw,2022-09-16,,,,,19.0,,"Golyaka, Duzce",2022-09-09,,,,,21.0,,"Golyaka, Duzce",,,,,-2.0,,0,2022-09-09,23.30145465003124,5.302916102939172,2022-09-16,3.0,0.22908674877178814,1.0,0.3333333333333333,False,813.2758620689655,0,9,7,6,0,2022-09-09,11.03896103896104,2022-09-16,11.688311688311687
2808,2814,29398,347933,347933,2022-08-22,0.0,0.0,25.756378,22.717194,99.13738,27.213367886013486,Gulyali,Ordu,22,7,2022,"Gulyali, Ordu",738389,0.9333333333333332,40.0,1.0,7c8e2b51-4ec7-461d-80fe-a0041ea4d91a,7.0,2022-07-25,0,test,28 days,126471,TR,Turkey,,,,ChIJT-yExFo9Y0ARVRfUeWbXBCo,2022-08-22,,,,64.0,,,"Gulyali, Ordu",2022-07-25,,,,35.0,,,"Gulyali, Ordu",,,,29.0,,,0,2022-07-25,21.917082468668667,5.296285417344819,2022-08-22,7.0,0.7154922942324518,1.0,0.14285714285714285,True,260.26262626262627,1,6,8,9,0,2022-07-25,14.935064935064934,2022-08-22,34.41558441558442
2809,2815,29399,347934,347934,2022-08-23,0.0,0.0,26.361725,22.64151,98.80469,28.23831982082794,Gulyali,Ordu,23,8,2022,"Gulyali, Ordu",738390,0.9581699346405228,41.0,1.0,7c8e2b51-4ec7-461d-80fe-a0041ea4d91a,,2022-08-09,1,test,14 days,126472,TR,Turkey,,,,ChIJT-yExFo9Y0ARVRfUeWbXBCo,2022-08-23,,,,84.0,,,"Gulyali, Ordu",2022-08-09,,,,90.0,,,"Gulyali, Ordu",,,,-6.0,,,0,2022-08-09,24.463102552625884,3.7752172682020557,2022-08-23,7.0,0.7154922942324518,2.0,0.2857142857142857,True,260.26262626262627,1,6,8,9,0,2022-08-09,55.1948051948052,2022-08-23,27.27272727272727
2810,2816,29405,347941,347941,2022-08-30,0.0,0.0,27.010895,23.218903,98.38722,29.57368638780386,Gulyali,Ordu,30,8,2022,"Gulyali, Ordu",738397,0.9751633986928104,47.0,1.0,6d0a215f-8a65-404c-b167-fb1178fcbf40,5.0,2022-08-09,1,test,21 days,126479,TR,Turkey,,,,ChIJT-yExFo9Y0ARVRfUeWbXBCo,2022-08-30,,,,74.0,,,"Gulyali, Ordu",2022-08-09,,,,90.0,,,"Gulyali, Ordu",,,,-16.0,,,0,2022-08-09,24.463102552625884,5.110583835177977,2022-08-30,5.0,0.4904435022545259,1.0,0.2,True,260.26262626262627,1,6,8,9,0,2022-08-09,55.1948051948052,2022-08-30,33.116883116883116
2811,2817,29400,347935,347935,2022-08-24,0.0,0.0,26.861969,23.409088,99.338104,29.303042093912808,Gulyali,Ordu,24,8,2022,"Gulyali, Ordu",738391,0.9725490196078432,42.0,1.0,7c8e2b51-4ec7-461d-80fe-a0041ea4d91a,,2022-08-03,2,test,21 days,126473,TR,Turkey,,,,ChIJT-yExFo9Y0ARVRfUeWbXBCo,2022-08-24,,,,63.0,,,"Gulyali, Ordu",2022-08-03,,,,45.0,,,"Gulyali, Ordu",,,,18.0,,,0,2022-08-03,23.42265446980798,5.880387624104827,2022-08-24,7.0,0.7154922942324518,3.0,0.42857142857142855,True,260.26262626262627,1,6,8,9,0,2022-08-03,90.25974025974025,2022-08-24,22.727272727272727
