,adm2,adm1,date_heat,mob_index_heat,holiday_heat,makeup_day_heat,location,control_day,thi_heat,t2m_heat,datetime_heat,heat_ID,date_control,mob_index_control,holiday_control,makeup_day_control,mobility_difference,day_of_week,weekend,datetime_control,t2m_control,thi_control,thi_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,hw_pct,early_hw,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popdens_dec,over60_dec,elev_1500m,baseline_mobility,mobility_diff_pct,time_x,rain_standard_control,time_y,rain_standard_heat,index
49,sanyashi,hainansheng,2023-05-08,6.7983,0,0,"sanyashi, hainansheng",2023-05-29,38.28765750461158,32.109833,2023-05-08,3f4b83b5-73f3-47c6-9b33-ea258a87c85d,2023-05-29,6.6809,0,0,0.1173999999999999,0,0,2023-05-29,30.498755,35.18412746853303,3.1035300360785527,2023-05-08,3.0,0.3423133504965061,3.0,5,0.013992537313432836,1,1.0,False,188.1429794520548,1,7,8,1,0,6.5671,0.017876992888794123,2023-05-29,36.36363636363637,2023-05-08,45.45454545454545,49
50,wuzhishanshi,hainansheng,2023-05-08,4.7731,0,0,"wuzhishanshi, hainansheng",2023-05-15,35.20562266745767,30.666876,2023-05-08,2b6e0ef6-aca7-4e30-909f-491f5f8c9fd3,2023-05-15,4.9423,0,0,-0.1692,0,0,2023-05-15,28.51623,31.291639986094015,3.9139826813636525,2023-05-08,3.0,0.3423133504965061,3.0,5,0.013992537313432836,1,1.0,False,617.3255484784147,0,7,3,2,0,4.29725,-0.039374018267496654,2023-05-15,21.428571428571427,2023-05-08,70.12987012987013,50
51,dongfangshi,hainansheng,2023-05-08,6.8333,0,0,"dongfangshi, hainansheng",2023-05-29,39.525787133738866,32.780453,2023-05-08,7de68151-bd33-45aa-b9f3-5fd1c5eb53a9,2023-05-29,6.839,0,0,-0.0057,0,0,2023-05-29,30.12302,35.0178264099875,4.507960723751367,2023-05-08,4.0,0.5620632585509379,4.0,5,0.00808457711442786,1,1.0,True,158.94325481798714,1,7,5,2,0,6.0494,-0.0009422422058385956,2023-05-29,38.961038961038966,2023-05-08,62.33766233766234,51
52,changjianglizuzizhixian,hainansheng,2023-05-08,6.6949,0,0,"changjianglizuzizhixian, hainansheng",2023-05-29,38.95584561697254,32.7969,2023-05-08,f0714275-f5c5-4ee8-85c6-58db5a97730d,2023-05-29,6.7994,0,0,-0.1045000000000007,0,0,2023-05-29,30.238697,34.46538587656536,4.490459740407182,2023-05-08,4.0,0.5620632585509379,4.0,5,0.00808457711442786,1,1.0,True,270.93070308548306,1,7,4,2,0,5.3067,-0.019692087361260425,2023-05-29,33.76623376623377,2023-05-08,61.038961038961034,52
53,ledonglizuzizhixian,hainansheng,2023-05-08,7.0806,0,0,"ledonglizuzizhixian, hainansheng",2023-05-29,37.63188425699874,32.06273,2023-05-08,80664669-af53-448e-8231-b82412e4d1b8,2023-05-29,6.9367,0,0,0.1438999999999994,0,0,2023-05-29,30.217438,33.84075564429877,3.7911286126999713,2023-05-08,3.0,0.3423133504965061,3.0,5,0.013992537313432836,1,1.0,False,288.1294014084507,1,7,4,3,0,5.39645,0.02666567836262717,2023-05-29,30.519480519480517,2023-05-08,66.88311688311688,53
54,baoshanshi,yunnansheng,2023-05-09,5.1805,0,0,"baoshanshi, yunnansheng",2023-05-23,26.621928317102125,27.859997,2023-05-09,5a7a2a26-7740-4f58-91c1-8f49d9542b9b,2023-05-23,5.1708,0,0,0.0097000000000004,1,0,2023-05-23,24.657059,24.249873700856472,2.372054616245652,2023-05-09,2.0,0.11134608311879367,2.0,5,0.020833333333333332,1,1.0,False,1819.8932284234984,0,2,3,5,1,4.59455,0.0021111969616176554,2023-05-23,7.142857142857142,2023-05-09,1.2987012987012987,54
55,panzhihuashi,sichuansheng,2023-05-10,5.9751,0,0,"panzhihuashi, sichuansheng",2023-05-17,27.789714005808815,29.619226,2023-05-10,962bf18a-4390-4355-9ea8-fdf9f826d607,2023-05-17,5.9346,0,0,0.0405000000000006,2,0,2023-05-17,25.006985,24.351260160441697,3.4384538453671176,2023-05-10,3.0,0.3423133504965061,3.0,5,0.020833333333333332,1,1.0,False,1854.6695616211744,0,3,4,7,1,5.117,0.007914793824506664,2023-05-17,11.03896103896104,2023-05-10,9.090909090909092,55
56,qionghaishi,hainansheng,2023-05-17,5.8989,0,0,"qionghaishi, hainansheng",2023-05-10,41.40477547278775,33.216537,2023-05-17,bb45a5f4-1e9b-4a71-8be7-2f4637330d37,2023-05-10,5.7357,0,0,0.1632000000000006,2,0,2023-05-10,29.64518,35.95233966142707,5.4524358113606795,2023-05-17,2.0,0.11134608311879367,1.0,5,0.022077114427860697,1,0.5,False,66.24544582933845,1,7,6,6,0,5.366099999999999,0.03041314921451345,2023-05-10,81.16883116883116,2023-05-17,11.03896103896104,56
57,wenchangshi,hainansheng,2023-05-17,7.023,0,0,"wenchangshi, hainansheng",2023-05-24,42.304652986072405,33.01006,2023-05-17,aee91b92-bfe4-4ee7-86f7-5ee5c403446b,2023-05-24,7.1446,0,0,-0.1215999999999999,2,0,2023-05-24,31.732609,40.81229614234341,1.4923568437289916,2023-05-17,2.0,0.11134608311879367,1.0,5,0.022077114427860697,1,0.5,False,27.05252456794307,1,7,5,8,0,5.3778500000000005,-0.02261126658422974,2023-05-24,53.896103896103895,2023-05-17,8.441558441558442,57
58,qionghaishi,hainansheng,2023-05-18,5.8922,0,0,"qionghaishi, hainansheng",2023-05-04,42.360424139560834,33.50959,2023-05-18,bb45a5f4-1e9b-4a71-8be7-2f4637330d37,2023-05-04,5.9208,0,0,-0.0285999999999999,3,0,2023-05-04,32.582214,37.49561163095331,4.864812508607521,2023-05-18,2.0,0.11134608311879367,2.0,5,0.022077114427860697,1,1.0,False,66.24544582933845,1,7,6,6,0,5.3667,-0.005329159446214602,2023-05-04,6.493506493506493,2023-05-18,9.090909090909092,58
59,wenchangshi,hainansheng,2023-05-18,7.0356,0,0,"wenchangshi, hainansheng",2023-05-04,43.436674239143535,33.267574,2023-05-18,aee91b92-bfe4-4ee7-86f7-5ee5c403446b,2023-05-04,7.0377,0,0,-0.0021000000000004,3,0,2023-05-04,32.909443,38.07364766559907,5.363026573544467,2023-05-18,2.0,0.11134608311879367,2.0,5,0.022077114427860697,1,1.0,False,27.05252456794307,1,7,5,8,0,5.36195,-0.0003916485606916141,2023-05-04,5.844155844155844,2023-05-18,15.584415584415584,59
60,zhanjiangshi,guangdongsheng,2023-05-19,6.462,0,0,"zhanjiangshi, guangdongsheng",2023-05-26,41.71579236624044,33.35492,2023-05-19,98034730-1706-455d-99fe-3759850857be,2023-05-26,6.572,0,0,-0.1100000000000003,4,0,2023-05-26,31.490257,40.460186934240824,1.2556054319996193,2023-05-19,4.0,0.5620632585509379,1.0,5,0.0236318407960199,1,0.25,True,34.312949186735594,1,9,8,4,0,5.3729,-0.020473115077518717,2023-05-26,62.98701298701299,2023-05-19,20.12987012987013,60
61,sanyashi,hainansheng,2023-05-19,7.2735,0,0,"sanyashi, hainansheng",2023-05-05,38.4255535549588,31.946812,2023-05-19,882d6c9e-7d09-423d-b994-897e0869033f,2023-05-05,6.965,0,0,0.3085000000000004,4,0,2023-05-05,31.130142,36.72873009575742,1.6968234592013829,2023-05-19,6.0,0.8287054063994116,1.0,5,0.0236318407960199,1,0.16666666666666666,True,188.1429794520548,1,7,8,1,0,6.78245,0.04548503859224917,2023-05-05,6.493506493506493,2023-05-19,3.2467532467532463,61
62,ledonglizuzizhixian,hainansheng,2023-05-19,7.6758,0,0,"ledonglizuzizhixian, hainansheng",2023-05-26,36.983714391314834,31.702127,2023-05-19,e88fbe13-6054-4a6e-a088-f2ee77c527b1,2023-05-26,7.4902,0,0,0.1856,4,0,2023-05-26,29.870134,35.102721562461284,1.8809928288535502,2023-05-19,6.0,0.8287054063994116,1.0,5,0.0236318407960199,1,0.16666666666666666,True,288.1294014084507,1,7,4,3,0,5.717499999999999,0.03246174027109751,2023-05-26,61.038961038961034,2023-05-19,3.896103896103896,62
63,zhanjiangshi,guangdongsheng,2023-05-20,6.2727,0,0,"zhanjiangshi, guangdongsheng",2023-05-27,42.30756059154374,33.499252,2023-05-20,98034730-1706-455d-99fe-3759850857be,2023-05-27,6.2571,0,0,0.0156,5,1,2023-05-27,31.347424,39.64114067677241,2.666419914771332,2023-05-20,4.0,0.5620632585509379,2.0,5,0.0236318407960199,1,0.5,True,34.312949186735594,1,9,8,4,0,4.7623,0.003275728114566491,2023-05-27,33.76623376623377,2023-05-20,17.532467532467532,63
64,yulinshi,guangxizhuangzuzizhiqu,2023-05-20,5.9547,0,0,"yulinshi, guangxizhuangzuzizhiqu",2023-05-27,40.31990342316808,32.157833,2023-05-20,c17297d5-3913-4619-a9f7-fcb22c2af4ff,2023-05-27,5.9415,0,0,0.0132000000000003,5,1,2023-05-27,30.907175,37.58040042453346,2.73950299863462,2023-05-20,3.0,0.3423133504965061,1.0,5,0.028917910447761194,1,0.3333333333333333,False,184.2529734393295,0,2,7,3,0,4.5728,0.0028866340097971266,2023-05-27,36.36363636363637,2023-05-20,40.25974025974026,64
65,haikoushi,hainansheng,2023-05-20,6.9665,0,0,"haikoushi, hainansheng",2023-05-27,42.99831390380862,33.562702,2023-05-20,98559b15-12c5-45c7-8f90-95f0b855a397,2023-05-27,6.8771,0,0,0.0893999999999994,5,1,2023-05-27,31.590948,40.75956952130357,2.238744382505054,2023-05-20,4.0,0.5620632585509379,1.0,5,0.028917910447761194,1,0.25,True,40.84551674468851,1,7,10,1,0,5.3031,0.016858064151156756,2023-05-27,22.07792207792208,2023-05-20,7.142857142857142,65
66,sanyashi,hainansheng,2023-05-20,7.042,0,0,"sanyashi, hainansheng",2023-05-27,39.79032864040801,31.458677,2023-05-20,882d6c9e-7d09-423d-b994-897e0869033f,2023-05-27,6.7326,0,0,0.3094000000000001,5,1,2023-05-27,29.93395,35.90836639404301,3.8819622463650063,2023-05-20,6.0,0.8287054063994116,2.0,5,0.0236318407960199,1,0.3333333333333333,True,188.1429794520548,1,7,8,1,0,6.298,0.04912670689107655,2023-05-27,41.55844155844156,2023-05-20,12.337662337662337,66
67,danzhoushi,hainansheng,2023-05-20,6.0948,0,0,"danzhoushi, hainansheng",2023-05-27,41.87770264581617,34.923576,2023-05-20,8f9a1b84-b036-4849-8fd1-3bab967e6e93,2023-05-27,6.0761,0,0,0.0186999999999999,5,1,2023-05-27,32.346874,39.06396054316993,2.813742102646245,2023-05-20,4.0,0.5620632585509379,1.0,5,0.028917910447761194,1,0.25,True,104.75868820362211,1,7,6,2,0,5.143050000000001,0.0036359747620575145,2023-05-27,44.15584415584416,2023-05-20,24.675324675324674,67
68,wuzhishanshi,hainansheng,2023-05-20,5.1098,0,0,"wuzhishanshi, hainansheng",2023-05-27,36.3064010798583,30.881,2023-05-20,05d757a9-9424-4406-8cf3-6724781affd3,2023-05-27,5.032,0,0,0.0777999999999998,5,1,2023-05-27,28.87299,32.26535797119144,4.041043108666855,2023-05-20,5.0,0.7172673777123942,1.0,5,0.028917910447761194,1,0.2,True,617.3255484784147,0,7,3,2,0,4.04055,0.019254804420190272,2023-05-27,31.16883116883117,2023-05-20,16.233766233766232,68
69,dongfangshi,hainansheng,2023-05-20,7.1423,0,0,"dongfangshi, hainansheng",2023-05-27,39.49496155413093,33.055737,2023-05-20,f114e5d6-9385-4873-b33b-3b532ab1ea21,2023-05-27,6.8623,0,0,0.2799999999999993,5,1,2023-05-27,31.282507,37.42627179181138,2.0686897623195506,2023-05-20,5.0,0.7172673777123942,1.0,5,0.028917910447761194,1,0.2,True,158.94325481798714,1,7,5,2,0,5.84535,0.04790132327405533,2023-05-27,59.74025974025974,2023-05-20,9.740259740259742,69
70,dinganxian,hainansheng,2023-05-20,6.8416,0,0,"dinganxian, hainansheng",2023-05-27,42.48308470754916,33.787727,2023-05-20,a8f180a1-8137-4bbc-94a4-d1905ccd7968,2023-05-27,7.0047,0,0,-0.1631,5,1,2023-05-27,31.45594,38.634148992673346,3.8489357148758145,2023-05-20,4.0,0.5620632585509379,1.0,5,0.028917910447761194,1,0.25,True,96.41824324324324,0,7,6,6,0,4.9689,-0.032824166314476044,2023-05-27,28.57142857142857,2023-05-20,7.792207792207792,70
71,tunchangxian,hainansheng,2023-05-20,6.1432,0,0,"tunchangxian, hainansheng",2023-05-27,41.18960447985721,33.931305,2023-05-20,925b4170-2bd0-4a06-baeb-952357620d34,2023-05-27,6.1852,0,0,-0.0419999999999998,5,1,2023-05-27,31.062141,36.50664069435817,4.682963785499041,2023-05-20,4.0,0.5620632585509379,1.0,5,0.028917910447761194,1,0.25,True,159.04365079365078,0,7,5,4,0,4.7728,-0.008799865906805187,2023-05-27,33.116883116883116,2023-05-20,17.532467532467532,71
72,chengmaixian,hainansheng,2023-05-20,6.5865,0,0,"chengmaixian, hainansheng",2023-05-27,42.63750372992625,34.852158,2023-05-20,7701ff87-8224-4a07-9c77-4f12f7171836,2023-05-27,6.5169,0,0,0.0696000000000003,5,1,2023-05-27,32.090973,39.478765840883646,3.158737889042605,2023-05-20,4.0,0.5620632585509379,1.0,5,0.028917910447761194,1,0.25,True,80.25722092115535,1,7,5,5,0,4.860049999999999,0.014320840320572898,2023-05-27,21.428571428571427,2023-05-20,24.675324675324674,72
73,lingaoxian,hainansheng,2023-05-20,6.9333,0,0,"lingaoxian, hainansheng",2023-05-27,42.69598692850354,35.066715,2023-05-20,0fba12c7-a3fe-41a4-baef-688dbcc123c1,2023-05-27,6.9689,0,0,-0.0355999999999996,5,1,2023-05-27,32.61573,40.02861970390372,2.667367224599815,2023-05-20,4.0,0.5620632585509379,1.0,5,0.028917910447761194,1,0.25,True,64.77929324240546,1,7,6,4,0,5.5592,-0.006403799107785221,2023-05-27,19.480519480519483,2023-05-20,31.16883116883117,73
74,baishalizuzizhixian,hainansheng,2023-05-20,6.1632,0,0,"baishalizuzizhixian, hainansheng",2023-05-27,38.698758393331325,33.188206,2023-05-20,706864d3-0a72-4a2c-a135-4025bf37d1ba,2023-05-27,6.0582,0,0,0.1049999999999995,5,1,2023-05-27,30.849194,36.16766063216469,2.5310977611666345,2023-05-20,5.0,0.7172673777123942,1.0,5,0.028917910447761194,1,0.2,True,377.0394484871697,0,7,2,2,0,4.6728000000000005,0.02247046738572151,2023-05-27,63.63636363636363,2023-05-20,14.935064935064934,74
75,changjianglizuzizhixian,hainansheng,2023-05-20,6.811,0,0,"changjianglizuzizhixian, hainansheng",2023-05-27,38.84122040046099,33.088055,2023-05-20,019175b7-9cfd-4b02-adc4-a9dc6dca31b4,2023-05-27,6.5608,0,0,0.2501999999999995,5,1,2023-05-27,30.79967,36.57937979992529,2.261840600535699,2023-05-20,5.0,0.7172673777123942,1.0,5,0.028917910447761194,1,0.2,True,270.93070308548306,1,7,4,2,0,5.0268,0.049773215564573786,2023-05-27,75.97402597402598,2023-05-20,12.337662337662337,75
76,ledonglizuzizhixian,hainansheng,2023-05-20,7.5015,0,0,"ledonglizuzizhixian, hainansheng",2023-05-27,38.06712862045049,31.517893,2023-05-20,e88fbe13-6054-4a6e-a088-f2ee77c527b1,2023-05-27,7.2845,0,0,0.2169999999999996,5,1,2023-05-27,30.007742,35.003992110963885,3.063136509486604,2023-05-20,6.0,0.8287054063994116,2.0,5,0.0236318407960199,1,0.3333333333333333,True,288.1294014084507,1,7,4,3,0,5.545249999999999,0.03913259095622373,2023-05-27,33.76623376623377,2023-05-20,6.493506493506493,76
77,qiongzhonglizumiaozuzizhixian,hainansheng,2023-05-20,6.1414,0,0,"qiongzhonglizumiaozuzizhixian, hainansheng",2023-05-27,38.067530293451775,32.18448,2023-05-20,30708c2e-de8d-4531-bff8-ac346272fe23,2023-05-27,6.0839,0,0,0.0575000000000001,5,1,2023-05-27,29.762827,33.956585809144265,4.11094448430751,2023-05-20,4.0,0.5620632585509379,1.0,5,0.028917910447761194,1,0.25,True,386.9113507038035,0,7,2,3,0,4.184,0.013742829827915894,2023-05-27,37.01298701298701,2023-05-20,14.285714285714285,77
78,qujingshi,yunnansheng,2023-05-20,6.6787,0,0,"qujingshi, yunnansheng",2023-06-10,26.463646545516827,27.211878,2023-05-20,3cf7f628-f2b5-42bd-ad61-c4fc7d170c81,2023-06-10,6.8523,0,0,-0.1735999999999995,5,1,2023-06-10,22.091496,21.340709095814315,5.122937449702512,2023-05-20,2.0,0.11134608311879367,1.0,6,0.028917910447761194,1,0.5,False,2012.0759395686523,0,2,5,3,1,5.056699999999999,-0.034330689975675746,2023-06-10,14.285714285714285,2023-05-20,38.311688311688314,78
79,zhanjiangshi,guangdongsheng,2023-05-21,6.1502,0,0,"zhanjiangshi, guangdongsheng",2023-05-28,42.760653991147905,33.871326,2023-05-21,98034730-1706-455d-99fe-3759850857be,2023-05-28,6.2039,0,0,-0.0537,6,1,2023-05-28,31.508736,37.7862187689667,4.9744352221812065,2023-05-21,4.0,0.5620632585509379,3.0,5,0.0236318407960199,1,0.75,True,34.312949186735594,1,9,8,4,0,4.7482500000000005,-0.0113094297899226,2023-05-28,26.623376623376622,2023-05-21,14.935064935064934,79
80,maomingshi,guangdongsheng,2023-05-21,5.9483,0,0,"maomingshi, guangdongsheng",2023-05-28,40.696550222543614,31.931118,2023-05-21,cf47d0a8-fda6-40ce-8d5d-39ed0c4f5911,2023-05-28,6.0741,0,0,-0.1257999999999999,6,1,2023-05-28,31.206362,35.572702424139074,5.12384779840454,2023-05-21,3.0,0.3423133504965061,2.0,5,0.028917910447761194,1,0.6666666666666666,False,196.8513683328679,1,9,8,4,0,4.3149999999999995,-0.029154113557358037,2023-05-28,10.38961038961039,2023-05-21,35.714285714285715,80
81,yunfushi,guangdongsheng,2023-05-21,6.0609,0,0,"yunfushi, guangdongsheng",2023-05-28,39.850072091085906,32.173965,2023-05-21,28ee31a9-68cd-485f-93a0-d2865f803b75,2023-05-28,6.0194,0,0,0.0415,6,1,2023-05-28,30.903471,34.881805330689225,4.968266760396681,2023-05-21,2.0,0.11134608311879367,1.0,5,0.03513681592039801,1,0.5,False,210.83030364578045,0,9,6,5,0,4.231999999999999,0.0098062381852552,2023-05-28,5.844155844155844,2023-05-21,16.883116883116884,81
82,yulinshi,guangxizhuangzuzizhiqu,2023-05-21,5.8733,0,0,"yulinshi, guangxizhuangzuzizhiqu",2023-05-28,40.55375696818037,32.50962,2023-05-21,c17297d5-3913-4619-a9f7-fcb22c2af4ff,2023-05-28,5.8906,0,0,-0.0172999999999996,6,1,2023-05-28,31.24901,36.77564264933272,3.7781143188476562,2023-05-21,3.0,0.3423133504965061,2.0,5,0.028917910447761194,1,0.6666666666666666,False,184.2529734393295,0,2,7,3,0,4.5826,-0.003775149478461921,2023-05-28,16.883116883116884,2023-05-21,20.77922077922078,82
83,chongzuoshi,guangxizhuangzuzizhiqu,2023-05-21,5.9131,0,0,"chongzuoshi, guangxizhuangzuzizhiqu",2023-05-28,40.2859672382171,33.785793,2023-05-21,675a5586-69cf-448e-8ac1-9e2224cc96be,2023-05-28,5.8822,0,0,0.0308999999999999,6,1,2023-05-28,30.919315,36.11534127528897,4.170625962928128,2023-05-21,2.0,0.11134608311879367,1.0,5,0.03513681592039801,1,0.5,False,306.9088458375217,0,2,3,5,0,4.8553,0.0063641793504005725,2023-05-28,31.16883116883117,2023-05-21,10.38961038961039,83
84,haikoushi,hainansheng,2023-05-21,6.5377,0,0,"haikoushi, hainansheng",2023-05-28,43.66816612526225,33.77608,2023-05-21,98559b15-12c5-45c7-8f90-95f0b855a397,2023-05-28,6.6221,0,0,-0.0843999999999995,6,1,2023-05-28,31.535564,37.35207508228447,6.3160910429777815,2023-05-21,4.0,0.5620632585509379,2.0,5,0.028917910447761194,1,0.5,True,40.84551674468851,1,7,10,1,0,5.03555,-0.016760830495179176,2023-05-28,23.376623376623375,2023-05-21,8.441558441558442,84
85,sanyashi,hainansheng,2023-05-21,6.7455,0,0,"sanyashi, hainansheng",2023-05-14,38.601358201768704,31.10874,2023-05-21,882d6c9e-7d09-423d-b994-897e0869033f,2023-05-14,6.9171,0,0,-0.1715999999999997,6,1,2023-05-14,29.473871,33.818291219075554,4.78306698269315,2023-05-21,6.0,0.8287054063994116,3.0,5,0.0236318407960199,1,0.5,True,188.1429794520548,1,7,8,1,0,6.2334499999999995,-0.027528896517979563,2023-05-14,33.116883116883116,2023-05-21,24.025974025974026,85
86,danzhoushi,hainansheng,2023-05-21,5.9366,0,0,"danzhoushi, hainansheng",2023-05-28,42.093526535240976,34.864048,2023-05-21,8f9a1b84-b036-4849-8fd1-3bab967e6e93,2023-05-28,6.0415,0,0,-0.1048999999999997,6,1,2023-05-28,31.961422,37.7847864828136,4.308740052427375,2023-05-21,4.0,0.5620632585509379,2.0,5,0.028917910447761194,1,0.5,True,104.75868820362211,1,7,6,2,0,5.27625,-0.019881544657664004,2023-05-28,26.623376623376622,2023-05-21,11.03896103896104,86
87,wuzhishanshi,hainansheng,2023-05-21,4.8635,0,0,"wuzhishanshi, hainansheng",2023-05-28,35.69560156928172,30.584032,2023-05-21,05d757a9-9424-4406-8cf3-6724781affd3,2023-05-28,4.9017,0,0,-0.0381999999999997,6,1,2023-05-28,29.076319,32.3404147053323,3.3551868639494202,2023-05-21,5.0,0.7172673777123942,2.0,5,0.028917910447761194,1,0.4,True,617.3255484784147,0,7,3,2,0,4.1424,-0.009221707222865898,2023-05-28,32.467532467532465,2023-05-21,16.883116883116884,87
88,dongfangshi,hainansheng,2023-05-21,6.966,0,0,"dongfangshi, hainansheng",2023-05-28,40.27342148769053,33.012524,2023-05-21,f114e5d6-9385-4873-b33b-3b532ab1ea21,2023-05-28,6.7725,0,0,0.1935000000000002,6,1,2023-05-28,31.08388,37.27277057161061,3.0006509160799197,2023-05-21,5.0,0.7172673777123942,2.0,5,0.028917910447761194,1,0.4,True,158.94325481798714,1,7,5,2,0,5.9678,0.03242400884748151,2023-05-28,62.98701298701299,2023-05-21,10.38961038961039,88
89,dinganxian,hainansheng,2023-05-21,6.7646,0,0,"dinganxian, hainansheng",2023-05-28,43.04770691226231,33.964596,2023-05-21,a8f180a1-8137-4bbc-94a4-d1905ccd7968,2023-05-28,6.8462,0,0,-0.0815999999999999,6,1,2023-05-28,31.667664,37.15034427064841,5.897362641613903,2023-05-21,4.0,0.5620632585509379,2.0,5,0.028917910447761194,1,0.5,True,96.41824324324324,0,7,6,6,0,5.0463000000000005,-0.016170263361274573,2023-05-28,26.623376623376622,2023-05-21,8.441558441558442,89
90,tunchangxian,hainansheng,2023-05-21,5.9522,0,0,"tunchangxian, hainansheng",2023-05-28,42.057768889147866,34.088886,2023-05-21,925b4170-2bd0-4a06-baeb-952357620d34,2023-05-28,6.0337,0,0,-0.0814999999999992,6,1,2023-05-28,31.274359,36.17579874366224,5.881970145485624,2023-05-21,4.0,0.5620632585509379,2.0,5,0.028917910447761194,1,0.5,True,159.04365079365078,0,7,5,4,0,4.7942,-0.01699970798047624,2023-05-28,25.324675324675322,2023-05-21,12.987012987012985,90
91,chengmaixian,hainansheng,2023-05-21,6.3945,0,0,"chengmaixian, hainansheng",2023-05-28,43.794667420563904,35.011826,2023-05-21,7701ff87-8224-4a07-9c77-4f12f7171836,2023-05-28,6.5343,0,0,-0.1398000000000001,6,1,2023-05-28,32.03645,37.44175804985898,6.352909370704921,2023-05-21,4.0,0.5620632585509379,2.0,5,0.028917910447761194,1,0.5,True,80.25722092115535,1,7,5,5,0,4.8131,-0.029045729363611827,2023-05-28,20.12987012987013,2023-05-21,12.987012987012985,91
92,lingaoxian,hainansheng,2023-05-21,6.6423,0,0,"lingaoxian, hainansheng",2023-05-28,43.62951715008109,35.127506,2023-05-21,0fba12c7-a3fe-41a4-baef-688dbcc123c1,2023-05-28,7.0061,0,0,-0.3638000000000003,6,1,2023-05-28,32.09169,37.91381611543547,5.715701034645619,2023-05-21,4.0,0.5620632585509379,2.0,5,0.028917910447761194,1,0.5,True,64.77929324240546,1,7,6,4,0,5.5959,-0.06501188370056653,2023-05-28,22.07792207792208,2023-05-21,7.142857142857142,92
93,baishalizuzizhixian,hainansheng,2023-05-21,6.1616,0,0,"baishalizuzizhixian, hainansheng",2023-05-28,39.081011379466375,33.054657,2023-05-21,706864d3-0a72-4a2c-a135-4025bf37d1ba,2023-05-28,6.1854,0,0,-0.0237999999999996,6,1,2023-05-28,30.407227,35.27058794607528,3.810423433391094,2023-05-21,5.0,0.7172673777123942,2.0,5,0.028917910447761194,1,0.4,True,377.0394484871697,0,7,2,2,0,4.8802,-0.004876849309454448,2023-05-28,33.116883116883116,2023-05-21,15.584415584415584,93
94,changjianglizuzizhixian,hainansheng,2023-05-21,6.6491,0,0,"changjianglizuzizhixian, hainansheng",2023-05-28,39.4118725811994,33.16987,2023-05-21,019175b7-9cfd-4b02-adc4-a9dc6dca31b4,2023-05-28,6.6269,0,0,0.0221999999999997,6,1,2023-05-28,30.844898,36.612012572739886,2.799860008459511,2023-05-21,5.0,0.7172673777123942,2.0,5,0.028917910447761194,1,0.4,True,270.93070308548306,1,7,4,2,0,5.0417000000000005,0.004403276672550865,2023-05-28,51.298701298701296,2023-05-21,11.03896103896104,94
